id,Q3,Q3B1,Q3B2,Q3B3,Q4,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4B1,Q4B2,Q4B3,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,Q2a1,Q2a2,RQ2A2,Q11A$01,총액1인TOT,Q7,Q7_01,Q7_02,D_MON,D_MON_season,D_NAT,D_NAT_GROUP,D_SEX,D_AGE
23328.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,15.0,,,2.0,3.0,6.0,1.0,,,,,,,,,,,,,,,,17.0,31,32,12.00,,5017.60,5.0,1.0,1.0,7.00,2.00,4.00,1.00,1.00,2.00
23330.0,1.0,2.0,1.0,7.0,1.0,1.0,2.0,3.0,4.0,,6.0,7.0,,9.0,,11.0,,,,,,,4.0,3.0,9.0,1.0,,,,,,,,,,,,,,,,,3,4,2.00,1.00,2000.00,5.0,1.0,1.0,7.00,2.00,19.00,1.00,2.00,4.00
23332.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,1.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,6,7,2.00,1.00,1433.60,4.0,1.0,0.0,7.00,2.00,4.00,1.00,1.00,2.00
23335.0,2.0,1.0,2.0,6.0,1.0,1.0,2.0,3.0,,,,7.0,,,,,,,,,,,1.0,2.0,7.0,1.0,,,,,,,,,,,,,,15.0,,,18,19,11.00,1.00,1967.00,5.0,1.0,1.0,7.00,2.00,6.00,1.00,2.00,1.00
23345.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,,,,,,7.0,,,,,,,,,,,5,6,2.00,1.00,3448.17,4.0,1.0,0.0,7.00,2.00,12.00,2.00,1.00,4.00
23346.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,8.0,9.0,,11.0,12.0,,,15.0,,,4.0,6.0,11.0,1.0,,,,,,,,,,,,,,,,17.0,95,96,14.00,1.00,5224.50,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,1.00
23350.0,1.0,6.0,2.0,10.0,1.0,,,,4.0,,6.0,,,,,11.0,,,,,,,4.0,6.0,11.0,1.0,,,,,,,,,,,,,,,,,6,7,2.00,1.00,7500.00,5.0,1.0,1.0,7.00,2.00,9.00,3.00,1.00,5.00
23351.0,3.0,,,,1.0,,,3.0,,,,7.0,,,10.0,,,,14.0,15.0,,,3.0,7.0,10.0,1.0,,,,,,,,,,,,13.0,,,,,9,10,3.00,1.00,10449.00,5.0,1.0,1.0,7.00,2.00,12.00,2.00,1.00,5.00
23358.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,,,5,6,2.00,1.00,5642.46,5.0,1.0,1.0,7.00,2.00,97.00,4.00,1.00,5.00
23361.0,3.0,,,,2.0,,2.0,3.0,,,,,,,,,,,14.0,15.0,,,14.0,15.0,3.0,1.0,,,,,,7.0,,,,,,,,,,,62,63,13.00,1.00,6269.40,5.0,1.0,1.0,7.00,2.00,12.00,2.00,1.00,2.00
23362.0,1.0,6.0,5.0,7.0,1.0,1.0,2.0,3.0,4.0,,6.0,7.0,,9.0,10.0,11.0,,,,,,,7.0,10.0,1.0,1.0,,,,,,,,9.0,,,12.0,13.0,,,16.0,17.0,15,16,11.00,1.00,2612.25,5.0,1.0,1.0,7.00,2.00,12.00,2.00,2.00,2.00
23363.0,3.0,,,,2.0,,2.0,,,,,,,,,,,,14.0,,,,14.0,2.0,,1.0,,,,,,,,,,,,,,,,,3,4,2.00,1.00,2500.00,5.0,1.0,1.0,7.00,2.00,15.00,1.00,1.00,4.00
23364.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,,4.0,5.0,6.0,7.0,,,,11.0,12.0,,,,,,1.0,2.0,12.0,1.0,2.0,3.0,,,,,8.0,,,,,,,,,,9,10,3.00,1.00,6269.40,5.0,1.0,1.0,7.00,2.00,97.00,4.00,2.00,2.00
23365.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,,,,6.0,,,,,11.0,12.0,,,,,,1.0,2.0,6.0,1.0,2.0,3.0,,,,,8.0,,,,,,,,,,9,10,3.00,1.00,4179.60,3.0,0.0,0.0,7.00,2.00,97.00,4.00,2.00,2.00
23366.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,,,,,,12.0,,,,,,5.0,2.0,4.0,1.0,,,4.0,,,,,,,,,,,,,,31,32,12.00,1.00,5000.00,5.0,1.0,1.0,7.00,2.00,9.00,3.00,2.00,1.00
23369.0,1.0,1.0,4.0,3.0,1.0,1.0,,,4.0,,6.0,7.0,,,,,,,,,,,7.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,29,30,11.00,,3134.70,5.0,1.0,1.0,7.00,2.00,13.00,2.00,1.00,2.00
23373.0,3.0,,,,2.0,,,3.0,4.0,5.0,6.0,,,,10.0,,,,14.0,,,,3.0,5.0,4.0,1.0,2.0,,4.0,,,,,,,,,,,,16.0,,347,348,14.00,1.00,40000.00,4.0,1.0,0.0,7.00,2.00,97.00,4.00,2.00,4.00
23376.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,2.0,,,,,,,,,,,,,,,,5,6,2.00,1.00,2900.00,4.0,1.0,0.0,7.00,2.00,97.00,4.00,2.00,2.00
23377.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,,,6,7,2.00,1.00,6269.40,5.0,1.0,1.0,7.00,2.00,13.00,2.00,1.00,3.00
23379.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,,,,,,,,,,,12.0,,,,,,120,121,14.00,,8000.00,5.0,1.0,1.0,7.00,2.00,16.00,1.00,1.00,4.00
23381.0,1.0,3.0,7.0,12.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,,,,11.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,30,31,12.00,,3000.00,5.0,1.0,1.0,7.00,2.00,9.00,3.00,2.00,3.00
23382.0,2.0,1.0,3.0,4.0,1.0,1.0,,3.0,,5.0,,,,,,11.0,,,,,,,1.0,11.0,5.0,1.0,,,,,,,,,,,,,,,,17.0,16,17,11.00,1.00,3657.15,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,2.00
23386.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,,,2,3,1.00,1.00,4179.60,5.0,1.0,1.0,7.00,2.00,13.00,2.00,1.00,4.00
23388.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,2.0,,,,,,,,,,,,,,,,2,3,1.00,1.00,5224.50,5.0,1.0,1.0,7.00,2.00,13.00,2.00,1.00,5.00
23390.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,14.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,90,91,14.00,1.00,25000.00,4.0,1.0,0.0,7.00,2.00,97.00,4.00,1.00,3.00
23392.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,10.0,11.0,12.0,,,,,,7.0,4.0,5.0,1.0,,,,,,,,,,,,13.0,,,,17.0,185,186,14.00,1.00,8359.20,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,1.00
23396.0,1.0,1.0,2.0,10.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,,12.0,,,,,,1.0,12.0,3.0,1.0,,,,,,,,,,,,,,,,,24,25,11.00,1.00,4179.60,4.0,1.0,0.0,7.00,2.00,13.00,2.00,2.00,4.00
23398.0,1.0,1.0,2.0,11.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,10.0,,,,,,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,24,25,11.00,1.00,3134.70,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,1.00
23400.0,3.0,,,,1.0,1.0,2.0,3.0,,,,,,,,11.0,,13.0,14.0,,,,13.0,11.0,3.0,,,,,,,,,,,,,,,15.0,,,300,301,14.00,,15143.36,5.0,1.0,1.0,7.00,2.00,97.00,4.00,1.00,3.00
23403.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,15.0,16.0,,14.0,15.0,16.0,,,3.0,,,,,,,,,,,,,,,1,2,1.00,1.00,500.00,5.0,1.0,1.0,7.00,2.00,97.00,4.00,1.00,3.00
23404.0,3.0,,,,1.0,,2.0,,,,,,,,,,,,14.0,,,,14.0,2.0,,,,,,,6.0,,,,,,,,,,,,30,31,12.00,1.00,5000.00,5.0,1.0,1.0,7.00,2.00,97.00,4.00,1.00,3.00
23406.0,3.0,,,,1.0,1.0,2.0,,,,6.0,,,,,,,,14.0,,,,1.0,6.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,2,3,1.00,1.00,2612.25,5.0,1.0,1.0,7.00,2.00,97.00,4.00,1.00,3.00
23407.0,3.0,,,,1.0,1.0,2.0,,4.0,,6.0,,,9.0,,,12.0,,14.0,,,,9.0,12.0,14.0,,,,4.0,,,,,,,,,,,,,,364,365,14.00,1.00,21500.00,5.0,1.0,1.0,7.00,2.00,97.00,4.00,2.00,3.00
23409.0,1.0,1.0,4.0,2.0,3.0,,2.0,,4.0,5.0,6.0,,,,,,,,,,,,6.0,5.0,4.0,1.0,,,4.0,,,,,9.0,,,,13.0,,,,,17,18,11.00,1.00,1044.90,5.0,1.0,1.0,7.00,2.00,13.00,2.00,1.00,1.00
23410.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,15.0,,,3.0,5.0,4.0,,2.0,,4.0,,,,,,,,,13.0,,,,17.0,171,172,14.00,1.00,10449.00,5.0,1.0,1.0,7.00,2.00,13.00,2.00,1.00,2.00
23411.0,3.0,,,,1.0,,2.0,3.0,4.0,,,,,,,11.0,,,14.0,,,,14.0,11.0,3.0,1.0,,,,,,,,,,11.0,,13.0,,,,,355,356,14.00,1.00,13629.02,5.0,1.0,1.0,7.00,2.00,97.00,4.00,1.00,2.00
23414.0,3.0,,,,1.0,,,,,,,,,9.0,,,,,14.0,,,,9.0,14.0,,1.0,,,,,,,,,,,,,,,,,4,5,2.00,1.00,4179.60,5.0,1.0,1.0,7.00,2.00,13.00,2.00,1.00,3.00
23416.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,3.0,4.0,5.0,,7.0,,,,11.0,,,,,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,22,23,11.00,1.00,4179.60,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,2.00
23418.0,1.0,5.0,2.0,6.0,1.0,1.0,2.0,3.0,,5.0,,,,,,,,,,,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,13.0,,,,,17,18,11.00,1.00,41796.00,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,2.00
23419.0,4.0,,,,1.0,,2.0,,4.0,,,,,9.0,,,,13.0,,15.0,,,4.0,9.0,13.0,1.0,,,,,,,,,,,,,,,,,21,22,11.00,,1464.00,5.0,1.0,1.0,7.00,2.00,14.00,2.00,1.00,1.00
23421.0,2.0,13.0,10.0,12.0,1.0,1.0,2.0,,,,,,,,,,,,,,,17.0,17.0,2.0,1.0,,,,,,,7.0,,,,,,,,,,,12,13,11.00,,1686.86,5.0,1.0,1.0,7.00,2.00,11.00,2.00,2.00,4.00
23422.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,,,,,,,,,10.0,,,13.0,,,,,4,5,2.00,1.00,6269.40,5.0,1.0,1.0,7.00,2.00,13.00,2.00,1.00,5.00
23425.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,11.0,12.0,,,,,,5.0,4.0,7.0,1.0,,,,,,,,,,,,13.0,,,,17.0,188,189,14.00,1.00,10449.00,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,1.00
23446.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,,,2,3,1.00,1.00,3500.00,4.0,1.0,0.0,7.00,2.00,9.00,3.00,1.00,3.00
23449.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,,,2,3,1.00,1.00,3300.00,4.0,1.0,0.0,7.00,2.00,9.00,3.00,2.00,5.00
23456.0,1.0,1.0,3.0,10.0,1.0,,,3.0,4.0,,6.0,,,,,,,,,,,,3.0,4.0,6.0,1.0,,,,,,,,,,,,13.0,,,,17.0,12,13,11.00,,757.17,4.0,1.0,0.0,7.00,2.00,97.00,4.00,1.00,2.00
23458.0,3.0,,,,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,14.0,,16.0,,3.0,1.0,16.0,1.0,,,,,,,,,10.0,,,13.0,,,,,4,5,2.00,1.00,8000.00,5.0,1.0,1.0,7.00,2.00,9.00,3.00,1.00,3.00
23459.0,2.0,1.0,2.0,13.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,1.0,4.0,3.0,,2.0,,4.0,,,,,,,,,,,,,,12,13,11.00,,3000.00,5.0,1.0,1.0,7.00,2.00,9.00,3.00,1.00,3.00
23462.0,3.0,,,,1.0,,2.0,,,,,,,,,,,,14.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,14,15,11.00,1.00,4445.00,5.0,1.0,1.0,7.00,2.00,16.00,1.00,1.00,3.00
23465.0,3.0,,,,1.0,1.0,2.0,,4.0,,6.0,,,,,,,,14.0,,,,1.0,2.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,4,5,2.00,1.00,1500.00,4.0,1.0,0.0,7.00,2.00,7.00,1.00,1.00,3.00
23466.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,,,,1.0,2.0,5.0,1.0,,,4.0,,,,,,,,,13.0,,,,,12,13,11.00,,2716.74,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,1.00
23468.0,1.0,3.0,2.0,7.0,1.0,,2.0,3.0,4.0,,6.0,7.0,,,10.0,11.0,12.0,,,,,,4.0,3.0,7.0,1.0,,,,,,,,,,11.0,,13.0,,,,17.0,14,15,11.00,1.00,1880.82,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,2.00
23470.0,3.0,,,,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,14.0,,,,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,4,5,2.00,1.00,1500.00,5.0,1.0,1.0,7.00,2.00,7.00,1.00,1.00,4.00
23475.0,6.0,,,,1.0,,2.0,3.0,4.0,,6.0,,,,,,,,,,,,6.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,3,4,2.00,1.00,1686.00,5.0,1.0,1.0,7.00,2.00,6.00,1.00,2.00,5.00
23478.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,,,,,,,12.0,,,,,,2.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,4,5,2.00,1.00,4179.60,5.0,1.0,1.0,7.00,2.00,8.00,4.00,2.00,1.00
23479.0,2.0,1.0,5.0,4.0,1.0,,,,4.0,,6.0,,,,,,,,,,,,4.0,6.0,,1.0,,3.0,,,,,,9.0,,11.0,,13.0,,15.0,,,17,18,11.00,1.00,3134.70,5.0,1.0,1.0,7.00,2.00,97.00,4.00,2.00,2.00
23480.0,6.0,,,,1.0,1.0,2.0,,4.0,,6.0,,,,,,,13.0,,,,,13.0,4.0,6.0,1.0,,,,5.0,,,,,,,,,,,,,5,6,2.00,1.00,19670.00,5.0,1.0,1.0,7.00,2.00,6.00,1.00,1.00,4.00
23481.0,1.0,5.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,,,,,,,,4.0,3.0,1.0,1.0,,,4.0,,,,,,,,,13.0,,,,,12,13,11.00,1.00,2612.25,4.0,1.0,0.0,7.00,2.00,13.00,2.00,1.00,1.00
23484.0,3.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,9.0,10.0,11.0,,,14.0,,,,9.0,11.0,5.0,1.0,,,4.0,,,,,,,11.0,,13.0,,,,,62,63,13.00,1.00,10000.00,5.0,1.0,1.0,7.00,2.00,9.00,3.00,1.00,2.00
23485.0,2.0,3.0,1.0,5.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,4.0,1.0,2.0,1.0,,,4.0,,,,,,,,,,,,,,9,10,3.00,1.00,1016.00,5.0,1.0,1.0,7.00,2.00,16.00,1.00,2.00,5.00
23486.0,1.0,4.0,1.0,11.0,3.0,1.0,2.0,,4.0,,,,,,,,,,,,,,4.0,2.0,1.0,1.0,,,4.0,,,,,,,,,13.0,,,,,11,12,11.00,1.00,2612.25,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,1.00
23487.0,1.0,4.0,3.0,1.0,3.0,,2.0,3.0,4.0,5.0,,,,,,11.0,,,,,,,11.0,3.0,4.0,1.0,,,4.0,,,,,,,,,13.0,,,,,12,13,11.00,,2821.23,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,3.00
23488.0,4.0,,,,1.0,1.0,2.0,,4.0,,6.0,7.0,,,,,12.0,,,15.0,,,2.0,7.0,12.0,1.0,,,4.0,,,,,,,,,13.0,,,,,27,28,11.00,1.00,4300.80,5.0,1.0,1.0,7.00,2.00,4.00,1.00,2.00,2.00
23489.0,3.0,,,,1.0,,2.0,,,,,,,,,,,,14.0,,,,14.0,2.0,,,,,,,,,,,,,,13.0,,,,,3,4,2.00,1.00,378.58,3.0,0.0,0.0,7.00,2.00,7.00,1.00,1.00,3.00
23491.0,6.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,,,,,10.0,,,13.0,,,,,13.0,4.0,3.0,1.0,,,,,,,,,,,,,,15.0,,,6,7,2.00,1.00,1905.00,5.0,1.0,1.0,7.00,2.00,16.00,1.00,1.00,2.00
23493.0,1.0,6.0,10.0,4.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,6,7,2.00,1.00,716.80,5.0,1.0,1.0,7.00,2.00,4.00,1.00,1.00,2.00
23494.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,5.0,,,,,,11.0,,,,,,,5.0,11.0,4.0,1.0,,,4.0,,,,,,,,,13.0,,,,,12,13,11.00,,2403.27,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,1.00
23495.0,1.0,10.0,4.0,3.0,3.0,,2.0,3.0,4.0,5.0,,,,,,,,13.0,,,,,4.0,2.0,5.0,1.0,,,4.0,,,,,,,,,13.0,,,,,12,13,11.00,,2089.80,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,2.00
23496.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,1.0,3.0,4.0,,2.0,3.0,,,,,,,,,,,,,,,5,6,2.00,1.00,738.70,5.0,1.0,1.0,7.00,2.00,1.00,1.00,2.00,2.00
23497.0,1.0,6.0,4.0,1.0,3.0,1.0,2.0,,4.0,,,,,,,,,,,,,,4.0,1.0,2.0,1.0,,,4.0,,,,,,,,,13.0,,,,,11,12,11.00,1.00,2925.72,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,1.00
23498.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,,,,1.0,3.0,4.0,1.0,,,4.0,,,,,,,,,13.0,,,,,12,13,11.00,,2507.76,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,1.00
23499.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,,4.0,,,,,,,,,,,,,,4.0,1.0,2.0,1.0,,,4.0,,,,,,,,,13.0,,,,,11,12,11.00,1.00,2403.27,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,1.00
23500.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,4.0,3.0,2.0,1.0,,3.0,,,,,,9.0,,11.0,,13.0,,,,17.0,191,192,14.00,1.00,5000.00,5.0,1.0,1.0,7.00,2.00,14.00,2.00,2.00,2.00
23503.0,1.0,1.0,5.0,3.0,3.0,,2.0,3.0,4.0,5.0,,,,,,11.0,,13.0,,,,,11.0,5.0,3.0,1.0,,,4.0,,,,,,,,,13.0,,,,,12,13,11.00,1.00,2089.80,5.0,1.0,1.0,7.00,2.00,13.00,2.00,1.00,1.00
23506.0,1.0,5.0,4.0,1.0,3.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,,,,,,,,5.0,3.0,1.0,1.0,,,4.0,,,,,,,,,13.0,,,,,12,13,11.00,,2612.25,4.0,1.0,0.0,7.00,2.00,13.00,2.00,2.00,1.00
23507.0,3.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,9.0,,,,13.0,14.0,,,,9.0,6.0,3.0,1.0,,,,,,,,,,,,,,,,,59,60,12.00,1.00,5017.60,5.0,1.0,1.0,7.00,2.00,4.00,1.00,2.00,1.00
23512.0,1.0,1.0,6.0,2.0,3.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,,,,1.0,6.0,5.0,1.0,,,4.0,,,,,,,,,13.0,,,,,12,13,11.00,,2507.76,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,1.00
23516.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,,,,11.0,5.0,,1.0,,,4.0,,,,,,,,,13.0,,,,,12,13,11.00,,2403.27,5.0,1.0,1.0,7.00,2.00,13.00,2.00,2.00,4.00
23517.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,2.0,1.0,3.0,1.0,,,,,,7.0,,,,,,,,,,,4,5,2.00,1.00,955.73,5.0,1.0,1.0,7.00,2.00,4.00,1.00,1.00,3.00
23518.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,13.0,,,,17.0,28,29,11.00,1.00,4770.16,5.0,1.0,1.0,7.00,2.00,97.00,4.00,2.00,2.00
23520.0,4.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,15.0,,,2.0,1.0,,1.0,,3.0,4.0,,,,,,,,,13.0,,,,17.0,28,29,11.00,1.00,3584.00,5.0,1.0,1.0,7.00,2.00,4.00,1.00,1.00,2.00
23522.0,1.0,4.0,1.0,5.0,3.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,,,,11.0,4.0,3.0,1.0,,,4.0,,,,,,,,,13.0,,,,,12,13,11.00,,2925.72,5.0,1.0,1.0,7.00,2.00,13.00,2.00,1.00,1.00
23528.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,,,,,,,,1.0,2.0,5.0,1.0,,,,,,,,,,,,13.0,,,,,8,9,3.00,1.00,5000.00,4.0,1.0,0.0,7.00,2.00,2.00,1.00,2.00,3.00
23531.0,1.0,3.0,7.0,1.0,1.0,1.0,2.0,,,,6.0,,,,,11.0,,,,,,,6.0,1.0,2.0,,,,,,,,,9.0,,,,13.0,,,,,8,9,3.00,1.00,283.94,5.0,1.0,1.0,7.00,2.00,19.00,1.00,2.00,4.00
23536.0,4.0,,,,1.0,,2.0,,4.0,5.0,6.0,,,,,11.0,12.0,,,15.0,,,11.0,12.0,5.0,1.0,,,,,,,,,,,,13.0,,,,,11,12,11.00,1.00,4000.00,5.0,1.0,1.0,7.00,2.00,9.00,3.00,2.00,2.00
23538.0,4.0,,,,3.0,1.0,2.0,3.0,4.0,5.0,,,,,,,12.0,13.0,,,,,13.0,5.0,3.0,1.0,,,,,,,,,,,,13.0,,,,,11,12,11.00,1.00,4000.00,5.0,1.0,1.0,7.00,2.00,9.00,3.00,2.00,2.00
23540.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,3,4,2.00,1.00,83592.00,4.0,1.0,0.0,7.00,2.00,13.00,2.00,2.00,4.00
23541.0,1.0,7.0,11.0,2.0,1.0,1.0,2.0,3.0,,,6.0,,,,,,,,,,,,2.0,3.0,6.0,1.0,,,,,,,,,,,,13.0,,,,,29,30,11.00,1.00,4819.60,4.0,1.0,0.0,7.00,2.00,11.00,2.00,1.00,2.00
23542.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,10.0,11.0,,,,,,,10.0,1.0,2.0,,,,,,,,,,,,,13.0,,,,,7,8,3.00,,757.17,5.0,1.0,1.0,7.00,2.00,19.00,1.00,2.00,2.00
23544.0,2.0,3.0,1.0,7.0,1.0,,2.0,3.0,,,,,,,,11.0,,,,,,,11.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,20,21,11.00,,3000.00,4.0,1.0,0.0,7.00,2.00,9.00,3.00,1.00,3.00
23545.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,,,,3.0,11.0,5.0,1.0,,,,,,,,,,,,,,,,,13,14,11.00,1.00,3657.15,5.0,1.0,1.0,7.00,2.00,97.00,4.00,2.00,1.00
23546.0,1.0,9.0,7.0,1.0,1.0,1.0,2.0,,4.0,5.0,,,,,,11.0,,,,,,,1.0,5.0,11.0,1.0,,,,,,,,,,,,13.0,,,,,7,8,3.00,1.00,1792.00,5.0,1.0,1.0,7.00,2.00,4.00,1.00,1.00,2.00
23547.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,7,8,3.00,,1433.60,5.0,1.0,1.0,7.00,2.00,4.00,1.00,2.00,1.00
23551.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0,,,,,,,,,,13.0,,,,,3.0,1.0,13.0,1.0,,,,,,,,,,,,13.0,,,,17.0,7,8,3.00,1.00,21504.00,5.0,1.0,1.0,7.00,2.00,4.00,1.00,1.00,2.00
23553.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,,8.0,,,11.0,,,,15.0,,,15.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,37,38,12.00,,6500.00,5.0,1.0,1.0,7.00,2.00,9.00,3.00,2.00,2.00
23556.0,1.0,7.0,1.0,5.0,1.0,1.0,2.0,3.0,,5.0,6.0,,,,,,,,,,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,13.0,,,,17.0,9,10,3.00,1.00,1358.80,5.0,1.0,1.0,7.00,2.00,8.00,4.00,2.00,2.00
23557.0,1.0,1.0,4.0,11.0,1.0,,,,4.0,,6.0,,,,,11.0,,,,,,,4.0,6.0,11.0,1.0,,,,,,,,,,,,,,,,,21,22,11.00,1.00,2298.78,4.0,1.0,0.0,7.00,2.00,12.00,2.00,1.00,2.00
23559.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,9.0,,,12.0,13.0,,,,,7,8,3.00,1.00,1567.35,5.0,1.0,1.0,7.00,2.00,97.00,4.00,1.00,6.00
