id,Q3,Q3B1,Q3B2,Q3B3,Q4,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4B1,Q4B2,Q4B3,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,Q2a1,Q2a2,RQ2A2,Q11A$01,총액1인TOT,Q7,Q7_01,Q7_02,D_MON,D_MON_season,D_NAT,D_NAT_GROUP,D_SEX,D_AGE
2186.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,3.0,2.0,1.0,1.0,,,,,,7.0,,,,,,,,,,17.0,29,30,11.00,,1646.93,5.0,1.0,1.0,1.00,4.00,7.00,1.00,1.00,2.00
2195.0,4.0,,,,1.0,1.0,2.0,3.0,,,,,8.0,,,11.0,,,,15.0,,,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,179,180,14.00,,1012.00,5.0,1.0,1.0,1.00,4.00,19.00,1.00,1.00,2.00
2196.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,2.0,,,,,,,,,,,,,,,,22,23,11.00,1.00,2607.30,3.0,0.0,0.0,1.00,4.00,1.00,1.00,1.00,5.00
2197.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,15.0,,,3.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,149,150,14.00,,12490.50,5.0,1.0,1.0,1.00,4.00,12.00,2.00,1.00,2.00
2205.0,2.0,13.0,1.0,3.0,1.0,,2.0,3.0,,,,,,,,,,13.0,,,,,3.0,13.0,2.0,1.0,,,,,,,,,,,,,,,,17.0,20,21,11.00,1.00,823.47,4.0,1.0,0.0,1.00,4.00,12.00,2.00,1.00,3.00
2207.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,,,,,8.0,,,,,,,,,,3.0,8.0,1.0,1.0,,3.0,,,,,,,,,,13.0,14.0,,,,12,13,11.00,1.00,3703.50,5.0,1.0,1.0,1.00,4.00,4.00,1.00,2.00,2.00
2211.0,2.0,3.0,2.0,4.0,1.0,,2.0,3.0,4.0,,,,,,,,,,,,,,2.0,3.0,4.0,,,,,,,,,,,,,13.0,,,,,20,21,11.00,,3000.00,4.0,1.0,0.0,1.00,4.00,14.00,2.00,1.00,3.00
2213.0,2.0,13.0,8.0,3.0,1.0,,2.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,49,50,12.00,,1646.93,5.0,1.0,1.0,1.00,4.00,14.00,2.00,1.00,3.00
2214.0,3.0,,,,1.0,,,3.0,4.0,,6.0,,,,,,,,,15.0,,,15.0,4.0,6.0,1.0,,,,5.0,,,,,,,,,,,,,20,21,11.00,1.00,3406.50,5.0,1.0,1.0,1.00,4.00,13.00,2.00,2.00,5.00
2216.0,2.0,3.0,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,13.0,,,,,39,40,12.00,,2000.00,5.0,1.0,1.0,1.00,4.00,14.00,2.00,1.00,6.00
2217.0,2.0,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,13.0,,,,,59,60,12.00,,2000.00,3.0,0.0,0.0,1.00,4.00,14.00,2.00,1.00,6.00
2218.0,2.0,13.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,119,120,14.00,,4000.00,4.0,1.0,0.0,1.00,4.00,14.00,2.00,2.00,4.00
2219.0,2.0,13.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,119,120,14.00,,3000.00,5.0,1.0,1.0,1.00,4.00,14.00,2.00,2.00,4.00
2223.0,2.0,13.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,89,90,13.00,,2000.00,5.0,1.0,1.0,1.00,4.00,14.00,2.00,2.00,4.00
2239.0,3.0,,,,2.0,,,,4.0,,,,,,,,,,14.0,,,,14.0,4.0,,,,,,,,,,,,,,13.0,,,,,14,15,11.00,1.00,56.78,5.0,1.0,1.0,1.00,4.00,97.00,4.00,1.00,5.00
2240.0,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,2.0,1.0,14.0,1.0,,3.0,,,,,,,,,,,,,,,119,120,14.00,,9420.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
2241.0,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,15.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,89,90,13.00,,8234.65,3.0,0.0,0.0,1.00,4.00,2.00,1.00,1.00,2.00
2242.0,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,15.0,,,2.0,1.0,,1.0,,,,5.0,,,8.0,,,,,,,,,,89,90,13.00,1.00,7850.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,2.00,2.00
2244.0,4.0,,,,1.0,1.0,,,,,,,,,,,,,,15.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,109,110,14.00,,6280.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,1.00,2.00
2245.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,15.0,,,2.0,1.0,3.0,1.0,,,,5.0,,,8.0,,,,,,,,,,149,150,14.00,1.00,12560.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,2.00,2.00
2246.0,3.0,,,,1.0,,2.0,,,,,,,,,,,,14.0,,,,14.0,2.0,,1.0,,,,,6.0,,,,,,,,,,,,59,60,12.00,,2271.00,5.0,1.0,1.0,1.00,4.00,97.00,4.00,1.00,3.00
2247.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,17.0,179,180,14.00,1.00,2616.67,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,3.00
2248.0,3.0,,,,1.0,,2.0,3.0,4.0,5.0,,,,,,11.0,12.0,,14.0,,,,4.0,3.0,5.0,,,,,,,,,,10.0,,,,,,,,75,76,13.00,1.00,4000.00,4.0,1.0,0.0,1.00,4.00,9.00,3.00,2.00,2.00
2249.0,4.0,,,,1.0,1.0,2.0,,,5.0,6.0,,,,,,,,,15.0,,,5.0,6.0,1.0,,2.0,,,,,,,,,,,,,,,,99,100,14.00,,5495.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
2251.0,3.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,,,,10.0,,,13.0,,15.0,,,3.0,6.0,4.0,1.0,,,,,,,,9.0,,,,,14.0,,16.0,,179,180,14.00,1.00,9458.40,5.0,1.0,1.0,1.00,4.00,11.00,2.00,2.00,2.00
2255.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,79,80,13.00,1.00,6280.00,3.0,0.0,0.0,1.00,4.00,2.00,1.00,1.00,2.00
2256.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,17.0,179,180,14.00,1.00,2616.67,5.0,1.0,1.0,1.00,4.00,2.00,1.00,2.00,2.00
2258.0,3.0,,,,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,14.0,,,,3.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,,84,85,13.00,1.00,15700.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
2261.0,3.0,,,,1.0,,2.0,,,,,,,,,,12.0,,14.0,,,,14.0,12.0,2.0,,,,,,6.0,,,,,,,,,,,,90,91,14.00,,4117.33,5.0,1.0,1.0,1.00,4.00,15.00,1.00,1.00,4.00
2273.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,,3.0,,,,,,,,,,,,,,,3,4,2.00,1.00,3406.50,5.0,1.0,1.0,1.00,4.00,12.00,2.00,1.00,5.00
2276.0,2.0,13.0,,,1.0,,,,,,,,,,,,,,,,,17.0,17.0,,,,2.0,,,,,,,,,,,,,,,,59,60,12.00,,1971.25,5.0,1.0,1.0,1.00,4.00,10.00,3.00,1.00,3.00
2277.0,4.0,,,,1.0,,,3.0,4.0,,6.0,,,,,,,,,,,,6.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,179,180,14.00,,28387.50,5.0,1.0,1.0,1.00,4.00,12.00,2.00,2.00,2.00
2284.0,2.0,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,10.0,,,,,,,,329,330,14.00,,6000.00,5.0,1.0,1.0,1.00,4.00,14.00,2.00,2.00,3.00
2288.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,14.0,,,,14.0,1.0,,1.0,,,,,,,,,,,,,,,,,89,90,13.00,,2470.40,5.0,1.0,1.0,1.00,4.00,15.00,1.00,2.00,5.00
2297.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,,,89,90,13.00,,2470.40,5.0,1.0,1.0,1.00,4.00,15.00,1.00,1.00,4.00
2301.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,,,,,,,,,10.0,,,,,,,,20,21,11.00,,6000.00,5.0,1.0,1.0,1.00,4.00,9.00,3.00,1.00,2.00
2313.0,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,15.0,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,89,90,13.00,,7850.00,3.0,0.0,0.0,1.00,4.00,2.00,1.00,1.00,2.00
2316.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,9.0,,11.0,,,,,,,4.0,11.0,1.0,1.0,2.0,3.0,,,,,,,,,,13.0,,,,,149,150,14.00,1.00,8000.00,5.0,1.0,1.0,1.00,4.00,97.00,4.00,1.00,2.00
2319.0,2.0,13.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,17.0,17.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,23,24,11.00,,7000.00,4.0,1.0,0.0,1.00,4.00,9.00,3.00,2.00,3.00
2320.0,2.0,2.0,1.0,,1.0,,2.0,3.0,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,12.0,,,,,,59,60,12.00,,1646.93,5.0,1.0,1.0,1.00,4.00,15.00,1.00,2.00,5.00
2354.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,,,,,,,,,,,,13.0,,,,,9,10,3.00,1.00,5000.00,5.0,1.0,1.0,1.00,4.00,9.00,3.00,1.00,4.00
2361.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,2.0,,,,,,,,,,,,,,,,40,41,12.00,,1400.00,4.0,1.0,0.0,1.00,4.00,15.00,1.00,2.00,5.00
2373.0,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,15.0,,,15.0,1.0,2.0,1.0,2.0,3.0,4.0,,6.0,,,,,11.0,,13.0,,,,,180,181,14.00,1.00,3620.00,5.0,1.0,1.0,1.00,4.00,5.00,1.00,1.00,2.00
2379.0,3.0,,,,1.0,,2.0,,,,,,,,,,,,14.0,15.0,,,2.0,15.0,14.0,1.0,,,,,,,,,,,,,,,,,39,40,12.00,,3000.00,5.0,1.0,1.0,1.00,4.00,9.00,3.00,1.00,4.00
2381.0,4.0,,,,1.0,,2.0,3.0,4.0,,6.0,,,9.0,,11.0,,13.0,,15.0,,,9.0,11.0,4.0,,,,,,,,,9.0,,,,13.0,14.0,,,,359,360,14.00,1.00,16000.00,4.0,1.0,0.0,1.00,4.00,9.00,3.00,1.00,2.00
2383.0,4.0,,,,1.0,,2.0,3.0,,,,,,,,,,,,15.0,,,15.0,2.0,3.0,,,,,,,,,,,,,13.0,,,,,320,321,14.00,,9881.58,4.0,1.0,0.0,1.00,4.00,5.00,1.00,2.00,2.00
2391.0,4.0,,,,1.0,,2.0,,4.0,5.0,,,,,,,,,,15.0,,,4.0,5.0,2.0,1.0,,,,,,,,,,,,13.0,,,,,89,90,13.00,1.00,6000.00,5.0,1.0,1.0,1.00,4.00,9.00,3.00,2.00,3.00
2393.0,2.0,13.0,10.0,,1.0,,2.0,3.0,,,,,,,,,12.0,,,,,,3.0,2.0,12.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,60,61,13.00,,2333.33,5.0,1.0,1.0,1.00,4.00,9.00,3.00,2.00,4.00
2413.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,,3.0,,,,,,,,,,,,15.0,16.0,,14,15,11.00,1.00,4769.10,5.0,1.0,1.0,1.00,4.00,97.00,4.00,1.00,2.00
2418.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,,,90,91,14.00,1.00,9000.00,4.0,1.0,0.0,1.00,4.00,97.00,4.00,1.00,2.00
2420.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,,,20,21,11.00,1.00,6585.90,5.0,1.0,1.0,1.00,4.00,97.00,4.00,1.00,2.00
2422.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,7.0,,,,11.0,12.0,,,15.0,,,12.0,5.0,2.0,1.0,2.0,,4.0,,,,,,,,12.0,13.0,14.0,,,17.0,364,365,14.00,1.00,1012.50,5.0,1.0,1.0,1.00,4.00,16.00,1.00,2.00,2.00
2427.0,3.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,,,,,,,12.0,,14.0,,,,1.0,12.0,5.0,1.0,,,,,,,,,,,,13.0,,,,,364,365,14.00,1.00,10000.00,4.0,1.0,0.0,1.00,4.00,15.00,1.00,1.00,3.00
2428.0,3.0,,,,1.0,,2.0,,4.0,,,,,,,11.0,,,14.0,,,,14.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,150,151,14.00,,4000.00,5.0,1.0,1.0,1.00,4.00,16.00,1.00,1.00,2.00
2430.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,,,,,,12.0,,,15.0,,,5.0,12.0,3.0,1.0,,,4.0,,,,,,,,,,,,,,150,151,14.00,,3900.00,4.0,1.0,0.0,1.00,4.00,97.00,4.00,2.00,2.00
2432.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,10.0,11.0,12.0,13.0,,15.0,,,13.0,12.0,15.0,1.0,2.0,,4.0,,,,,9.0,,,,13.0,14.0,,16.0,17.0,150,151,14.00,1.00,10000.00,5.0,1.0,1.0,1.00,4.00,97.00,4.00,1.00,2.00
2433.0,3.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,,8.0,,,11.0,,,14.0,,,,8.0,2.0,5.0,1.0,,,,,,,,,,,,13.0,,,16.0,,180,181,14.00,,682.50,4.0,1.0,0.0,1.00,4.00,97.00,4.00,2.00,2.00
2448.0,3.0,,,,1.0,,2.0,3.0,,,,,,,,11.0,,,14.0,,,,14.0,11.0,3.0,1.0,,,,,,,,,,,,,14.0,15.0,,,200,201,14.00,1.00,4117.33,4.0,1.0,0.0,1.00,4.00,2.00,1.00,1.00,4.00
2452.0,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,15.0,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,89,90,13.00,,7850.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,1.00,2.00
2455.0,3.0,,,,1.0,1.0,,3.0,4.0,,,,,,,,12.0,,14.0,15.0,,,15.0,3.0,4.0,1.0,,,4.0,,,,,,,,,,,,,17.0,90,91,14.00,1.00,6500.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,2.00,3.00
2456.0,4.0,,,,1.0,1.0,2.0,,,5.0,,,,,,,,,,15.0,,,2.0,1.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,89,90,13.00,,10990.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
2458.0,4.0,,,,1.0,,2.0,,4.0,,,,,,,,,,,15.0,,,2.0,4.0,15.0,1.0,2.0,,,,,,,,,,,,,,,,149,150,14.00,,5495.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,1.00,2.00
2461.0,4.0,,,,1.0,,2.0,,,,,,,,,,12.0,,,15.0,,,2.0,12.0,,1.0,,,,,,,,,,,,,,,,,59,60,12.00,,7850.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,2.00,1.00
2463.0,4.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,15.0,,,3.0,1.0,2.0,1.0,,,4.0,,,,,,,,,,,,,,89,90,13.00,1.00,5495.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,2.00,2.00
2465.0,4.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,15.0,,,3.0,2.0,1.0,1.0,,,,,6.0,,,,,,,,,,,,149,150,14.00,1.00,15700.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
2467.0,4.0,,,,1.0,,2.0,3.0,,,,,,,,,12.0,,,15.0,,,3.0,12.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,179,180,14.00,,9420.00,3.0,0.0,0.0,1.00,4.00,2.00,1.00,2.00,2.00
2468.0,4.0,,,,1.0,1.0,2.0,3.0,,,6.0,,,,,,,,,15.0,,,2.0,6.0,1.0,1.0,,,,,6.0,,,,,,,,,,,,359,360,14.00,1.00,15700.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,1.00,2.00
2469.0,4.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,209,210,14.00,,15700.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
2472.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,1.0,2.0,,,,,,5.0,,,,,,,,,,,,,59,60,12.00,,6280.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,2.00,3.00
2473.0,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,15.0,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,179,180,14.00,,10990.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
2474.0,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,1.0,2.0,,,,,,5.0,,,,,,,,,,,,,59,60,12.00,,4710.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,1.00,4.00
2476.0,4.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,15.0,,,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,59,60,12.00,,9420.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
2478.0,4.0,,,,1.0,1.0,2.0,,,5.0,,,,,,11.0,,13.0,,15.0,,,13.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,239,240,14.00,,15700.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,1.00,2.00
2480.0,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,15.0,,,1.0,2.0,,,,,,,6.0,,,,,,,,,,,,299,300,14.00,,8635.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,1.00,2.00
2483.0,4.0,,,,1.0,1.0,2.0,,,,6.0,,,,,11.0,12.0,,,15.0,,,2.0,1.0,11.0,1.0,,,,,,,,,,,,,,,,17.0,269,270,14.00,1.00,14130.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,2.00,2.00
2484.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,10.0,11.0,12.0,13.0,,15.0,,,1.0,2.0,5.0,,,,,,,,,,,,,13.0,,,,,149,150,14.00,,8321.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,2.00,1.00
2486.0,4.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,12.0,,,15.0,,,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,329,330,14.00,,12560.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,2.00,2.00
2488.0,4.0,,,,1.0,1.0,2.0,,,,,,,,,11.0,,,,15.0,,,11.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,149,150,14.00,,6280.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,2.00,2.00
2489.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,,,,,9.0,,,12.0,,,15.0,,,1.0,12.0,9.0,,,,,,,,,,,,,13.0,,,,,249,250,14.00,,12560.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,2.00,2.00
2490.0,4.0,,,,1.0,,2.0,,,,,,,9.0,,,,,,15.0,,,9.0,2.0,,1.0,,,,,,,,,,,,,,,,,299,300,14.00,,18840.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,2.00,2.00
2491.0,4.0,,,,1.0,1.0,2.0,,,,6.0,,,,,,,,,15.0,,,6.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,179,180,14.00,,8635.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
2493.0,4.0,,,,1.0,1.0,2.0,,,5.0,6.0,,,,10.0,,,,,15.0,,,1.0,2.0,5.0,,,,,,,,,,,,,13.0,,15.0,16.0,,329,330,14.00,1.00,12560.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
2495.0,4.0,,,,1.0,1.0,2.0,3.0,,,6.0,,,,,,,,,15.0,,,1.0,2.0,6.0,,,,,,,,,,,,,13.0,,15.0,16.0,,119,120,14.00,1.00,7850.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,2.00,2.00
2496.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,2.0,1.0,,,,3.0,,,,,,,,,,,,,16.0,,29,30,11.00,1.00,1570.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
2497.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,2.0,1.0,,,,3.0,,,,,,,,,,,,,16.0,,29,30,11.00,1.00,1570.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
2499.0,2.0,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,29,30,11.00,,5764.26,5.0,1.0,1.0,1.00,4.00,19.00,1.00,2.00,3.00
2500.0,4.0,,,,1.0,,2.0,,,,,,,,,,12.0,,,15.0,,,2.0,12.0,15.0,1.0,,,,,,,,,,,,,,,,,89,90,13.00,,9420.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,2.00,2.00
2502.0,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,2.0,1.0,,,,,,,,,,,10.0,,,13.0,,,,,179,180,14.00,,4117.33,4.0,1.0,0.0,1.00,4.00,2.00,1.00,1.00,3.00
2504.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,2.0,1.0,,,,3.0,,,,,,,,,,,,15.0,,,29,30,11.00,1.00,1256.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,1.00,2.00
2506.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,1.0,2.0,,,,3.0,,,,,,,,,,,,15.0,,,29,30,11.00,1.00,1256.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,1.00,3.00
2508.0,2.0,13.0,,,1.0,,2.0,3.0,4.0,5.0,,,,,,,,,,,,,4.0,5.0,3.0,1.0,2.0,,,,,7.0,,,,,,,,,,,45,46,12.00,,5000.00,5.0,1.0,1.0,1.00,4.00,9.00,3.00,2.00,2.00
2512.0,3.0,,,,1.0,,2.0,,,,,,,,,,,,14.0,,,,14.0,2.0,,,,,,,,,,,,,,,,15.0,,,9,10,3.00,1.00,5500.00,4.0,1.0,0.0,1.00,4.00,9.00,3.00,1.00,4.00
2513.0,3.0,,,,1.0,,2.0,,,,,,,,,,,,14.0,,,,14.0,2.0,,,,,,,,,,,10.0,,,,,,,,9,10,3.00,1.00,6000.00,5.0,1.0,1.0,1.00,4.00,9.00,3.00,1.00,3.00
2563.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,,,,,,,12.0,,,15.0,,,12.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,89,90,13.00,,2516.85,5.0,1.0,1.0,1.00,4.00,7.00,1.00,2.00,2.00
2566.0,4.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,14.0,,,,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,179,180,14.00,,3925.00,4.0,1.0,0.0,1.00,4.00,2.00,1.00,1.00,3.00
2571.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,,,,,,,,,,,,,,,16.0,,55,56,12.00,,1646.93,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,1.00
2573.0,3.0,,,,1.0,1.0,,3.0,4.0,,,,,,,,,,14.0,15.0,,,3.0,4.0,1.0,,,,,,,,,,,,,13.0,,,,,149,150,14.00,,7777.35,4.0,1.0,0.0,1.00,4.00,97.00,4.00,1.00,3.00
2576.0,4.0,,,,1.0,1.0,2.0,,4.0,,,,,,,,,,,15.0,,,15.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,105,106,14.00,,10990.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,2.00,2.00
2577.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,4,5,2.00,1.00,3703.50,5.0,1.0,1.0,1.00,4.00,4.00,1.00,1.00,5.00
2578.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,4,5,2.00,1.00,3703.50,5.0,1.0,1.0,1.00,4.00,4.00,1.00,1.00,4.00
2581.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,16,17,11.00,1.00,5184.90,3.0,0.0,0.0,1.00,4.00,4.00,1.00,1.00,4.00
2583.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,,3.0,,,,,,,,,,,14.0,,,,59,60,12.00,1.00,10429.20,4.0,1.0,0.0,1.00,4.00,1.00,1.00,1.00,6.00
2607.0,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,15.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,209,210,14.00,,7379.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
2611.0,3.0,,,,1.0,,2.0,3.0,4.0,,,,,,,,,13.0,14.0,,,,3.0,14.0,2.0,,2.0,,,,,,,,,,,,,,,,299,300,14.00,,8691.00,5.0,1.0,1.0,1.00,4.00,1.00,1.00,1.00,3.00
2614.0,4.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,15.0,,,1.0,3.0,2.0,1.0,,,,5.0,,,,,,,,,,,,,239,240,14.00,,13345.00,5.0,1.0,1.0,1.00,4.00,2.00,1.00,1.00,2.00
