id,Q3,Q3B1,Q3B2,Q3B3,Q4,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4B1,Q4B2,Q4B3,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,Q2a1,Q2a2,RQ2A2,Q11A$01,ÃÑ¾×1ÀÎTOT,Q7,Q7_01,Q7_02,D_MON,D_MON_season,D_NAT,D_NAT_GROUP,D_SEX,D_AGE
35030,2,4,1,2,1,1,2,3,4,5,6,,,,,,,,,,,,4,1,2,1,,,1,,,,,,,,,1,,,,,14,15,11,1,4000,5,1,1,11,3,9,3,2,6
35035,2,2,3,1,1,1,2,3,,,,,,,,11,,,,,,,1,2,3,1,,1,,,,,,,,,,,,,,,17,18,11,,1500,5,1,1,11,3,2,1,2,3
35037,1,13,4,5,1,1,2,3,,,,,,,,,,,,,,,2,1,3,1,,,,,,,,,,,,,,,,,3,4,2,1,8000,4,1,0,11,3,2,1,2,4
35038,2,1,2,,1,,2,3,4,,,,,,,11,12,,,,,,12,3,,1,,,,1,,,,,,,,,,,,1,10,11,11,1,2750,5,1,1,11,3,10,3,2,3
35039,1,2,1,5,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,3,4,2,1,1590,5,1,1,11,3,6,1,2,3
35042,1,1,2,,1,1,2,,,,,,,,,,,,,,,,1,2,,1,,,1,,,,,,,,,,,,,,8,9,3,,1466.8,4,1,0,11,3,10,3,2,5
35043,1,1,2,6,1,,2,,,5,,,,,,11,,,,,,,5,11,2,1,,,,,,,,,,,,,,,,,5,6,2,1,1457.5,5,1,1,11,3,6,1,2,2
35051,1,1,2,10,1,1,2,,,,,,,,,11,,,,,,,2,1,11,1,,,,,,,,,,,,,,,,,4,5,2,1,1060,4,1,0,11,3,6,1,2,3
35052,1,1,,,1,1,2,,,,6,,,,,,,,,,,,1,2,6,1,,,,,,,,,,,,,,,,,5,6,2,,933,5,1,1,11,3,5,1,2,2
35053,1,2,1,7,1,1,2,,,,,,,,,11,,,,,,,11,2,1,1,,,,,,,,,,,,,,,,,4,5,2,1,1325,4,1,0,11,3,6,1,2,3
35056,1,1,5,4,1,1,2,,4,,,,,,,,,,,,,,1,2,4,1,,,,,,,,,,,,,,,,,4,5,2,1,4665,5,1,1,11,3,5,1,2,5
35058,1,11,12,10,2,,,3,4,,,,,,,,,,,,,,3,4,,,,1,,,,,,,,,,,,,,,1,2,1,1,1000,5,1,1,11,3,10,3,1,1
35060,1,1,2,3,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,3,4,2,,2332.5,5,1,1,11,3,5,1,1,3
35062,1,6,7,1,1,1,2,3,4,5,6,,,9,,11,,,,,,,9,11,1,1,,,,,,,,,,,,1,1,,1,1,15,16,11,1,2786.92,5,1,1,11,3,10,3,2,2
35063,1,2,1,,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,3,4,2,,933,5,1,1,11,3,5,1,2,3
35065,1,1,2,3,1,1,,,4,,,,,,,,12,,,,,,1,4,12,1,,,,,,,,,,,,,,,,,20,21,11,1,1979.8,5,1,1,11,3,97,4,2,2
35066,1,1,4,3,1,1,2,3,4,5,6,7,8,,,11,,,,,,,1,5,3,1,,,,,,,,,,,,,,,,1,21,22,11,,1833.5,5,1,1,11,3,10,3,1,2
35067,1,1,5,2,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,4,5,2,1,3110,5,1,1,11,3,5,1,2,2
35069,1,4,3,1,1,1,2,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,4,5,2,1,1555,5,1,1,11,3,5,1,2,5
35070,2,1,3,4,1,1,2,3,4,,6,,8,,,11,,,,,,,1,4,3,1,,,,,,,,,,,,,,,,1,8,9,3,,2500,5,1,1,11,3,9,3,2,2
35071,1,1,2,5,1,1,2,3,,,,,,,,,,,,,,,2,1,3,1,,,,,,,,,,,,,,,,,4,5,2,1,1555,5,1,1,11,3,5,1,2,2
35075,1,1,2,7,1,,2,3,,,,,,,,11,,,,,,,2,3,11,1,,,,,,,,,,,,,,,,,5,6,2,1,1325,5,1,1,11,3,6,1,2,3
35076,1,1,2,7,1,,2,,4,,,,,,,11,,,,,,,4,2,11,1,,,,,,,,,,,,,,,,,5,6,2,1,1325,5,1,1,11,3,6,1,1,3
35078,1,1,2,10,1,1,2,3,,,,,,,,,,,,,,,1,2,3,1,,,1,,,,,,,,,,,,,,4,5,2,1,466.5,5,1,1,11,3,5,1,2,3
35079,1,5,2,,1,,2,,4,5,,,,,,,,,,,,,5,4,2,1,,,,,,,,,,,,,,,,,2,3,1,1,3000,5,1,1,11,3,9,3,2,3
35081,2,13,,,1,1,2,3,,,,,,,,,12,,,,,,12,2,1,1,,,,,,,,,,,,,,,,,20,21,11,,7000,5,1,1,11,3,9,3,1,2
35082,1,1,4,8,1,1,2,3,4,,,,,,,,,,,,,,1,4,3,1,,,,,,,,,,,,1,,,,,8,9,3,1,3000,5,1,1,11,3,14,2,2,2
35083,1,1,2,5,1,1,2,3,,,,,,,,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,3,4,2,1,1555,4,1,0,11,3,5,1,2,2
35087,1,5,1,3,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,3,4,2,1,1555,5,1,1,11,3,5,1,2,3
35095,1,6,7,10,1,1,2,3,4,5,6,,,9,,,,,,,,,9,2,1,1,,,,,,,,,,,,,,,,,7,8,3,1,933,5,1,1,11,3,5,1,1,2
35097,1,2,3,6,1,,2,3,4,,,7,,,,,,,,,,,2,4,3,1,,,1,1,,,,,,,,1,,1,,,18,19,11,1,2548,4,1,0,11,3,3,1,2,2
35099,2,2,13,7,1,,2,3,,,6,,,,,,,,,,,,6,3,2,1,,,,,,,,,,,,,,,,1,13,14,11,1,2305.43,5,1,1,11,3,97,4,2,5
35100,1,1,3,2,1,,2,3,4,,,,,,,,,,,,,,3,2,4,1,,,,,,,,,,,,,,,,,5,6,2,1,901.9,5,1,1,11,3,5,1,2,2
35102,1,4,10,12,1,1,2,3,4,5,6,,,,,,,,,,,,1,2,4,1,,,,,,,,,,,,,,,,,5,6,2,1,5000,5,1,1,11,3,97,4,1,6
35104,1,1,3,5,1,1,2,3,4,,,,,,,,,,,,,,3,1,4,1,,,,,,,,,,,,,,,,,5,6,2,1,622,5,1,1,11,3,5,1,2,2
35106,1,1,3,6,1,,2,3,4,5,6,,8,,,,,,,,,,2,6,3,1,,,,,,,,,,,,,,,,,13,14,11,,1918.8,5,1,1,11,3,8,4,2,2
35107,1,6,,,1,,2,,,,,7,8,,,,,,,,,,8,7,2,1,,,,,,,,,,,,,,,,,3,4,2,,484.14,4,1,0,11,3,5,1,2,2
35108,1,1,2,4,1,,2,3,4,,,,,,,,,,,,,,2,3,4,1,,,,,,,,,,,,,,,,,5,6,2,1,1150.7,5,1,1,11,3,5,1,2,2
35109,2,13,1,3,1,,,3,,,,,,,,,12,,,,,,3,12,,,,,,,,,,,,1,,,,,,,10,11,11,,528.7,5,1,1,11,3,5,1,1,3
35111,1,3,7,9,1,1,2,3,4,5,6,,,,10,11,12,13,,,,,4,6,2,1,,,,,,,,,,,,1,,,,,11,12,11,,1484.85,5,1,1,11,3,97,4,2,2
35113,1,3,4,1,1,1,2,3,,,,,,,,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,4,5,2,,870.8,5,1,1,11,3,5,1,1,3
35114,1,10,3,4,1,1,2,3,4,,6,,,,,,,,,,,,4,6,1,1,,,,,,,,,,,,,,,,,3,4,2,1,746.4,5,1,1,11,3,5,1,1,4
35117,1,3,4,,1,,2,3,4,5,6,,,,,,,,,,,,4,6,3,1,,,,,,,,1,,,,1,,1,,,22,23,11,1,2969.7,5,1,1,11,3,13,2,1,3
35120,2,4,2,1,1,1,2,3,4,5,6,,,,,,,,,,,,5,4,2,1,1,1,1,,,,,1,,,,1,,,,,13,14,11,,1979.8,5,1,1,11,3,97,4,2,2
35121,1,3,7,6,1,,2,3,4,5,6,,,9,,,12,,,,,,3,5,9,1,,,,,,,,,,,,,,,,1,11,12,11,1,2969.7,5,1,1,11,3,97,4,2,3
35122,1,1,4,3,1,1,2,3,4,,,,,,,11,,,,,,,1,4,3,1,1,,,,,,,1,,,,1,,,,,33,34,12,1,9899,5,1,1,11,3,97,4,1,3
35123,1,6,1,4,1,1,2,3,4,5,6,7,8,9,,,12,,,,,,9,5,1,1,,,,,,,,,,,,,,,,,12,13,11,1,1237.38,5,1,1,11,3,97,4,2,3
35124,1,3,1,4,1,1,2,3,4,,6,,,,,,,,,,,,4,1,3,1,,,1,,,,,,,,,1,,,,,10,11,11,1,5000,5,1,1,11,3,14,2,2,4
35125,1,2,6,1,1,1,2,3,4,5,,,8,,,11,,,,,,,2,8,4,1,,,,,,,,,,,,1,,,,,12,13,11,1,3000,5,1,1,11,3,97,4,2,2
35127,2,13,10,,1,1,2,3,4,,6,,,,,,,,,,,,3,4,1,1,,,,,,,,,,,,,,,1,,21,22,11,1,1979.8,5,1,1,11,3,12,2,1,6
35131,1,2,4,12,1,1,2,,,,,,8,,10,,,,,,,,2,8,10,1,,,,,,,,,,,,,,,,,7,8,3,1,887,5,1,1,11,3,15,1,2,2
35132,1,1,4,10,1,1,2,,4,,6,,,,,11,,,,,,,1,6,4,1,1,,,,,,,,,,,,,,,,9,10,3,1,4949.5,5,1,1,11,3,97,4,1,2
35134,2,9,3,1,1,1,2,3,4,5,6,,,,,11,,13,,,,,3,1,11,1,,,,,1,,,,,,,,,,,,19,20,11,,3448.8,5,1,1,11,3,11,2,1,2
35138,1,6,1,,1,1,2,3,4,5,,,,9,,,,,,,,,9,4,1,1,,,,,,,,,,,,,,,,,14,15,11,,1682.83,5,1,1,11,3,13,2,2,2
35146,1,2,6,3,1,,2,3,4,5,,,,,,,12,,,,,,4,3,2,1,,,,,,,,,,,,,,,,,4,5,2,1,750,5,1,1,11,3,15,1,2,3
35147,1,6,4,2,1,,2,3,4,,6,,,,,,,,,,,,4,3,6,1,,,,,,,,,,,,,,,,,8,9,3,1,1545.3,5,1,1,11,3,97,4,2,5
35154,1,1,3,2,1,,2,3,4,,6,,,,,11,,,,,,,6,3,4,1,1,,,,,,,,,,,,,,,,11,12,11,1,3959.6,5,1,1,11,3,12,2,1,3
35155,2,13,,,1,1,2,,4,,,,,,,11,,,,,,,4,1,11,1,,,,,,,,,,,,,,,,1,12,13,11,1,2874,5,1,1,11,3,11,2,2,3
35159,1,4,5,3,1,,2,3,4,5,6,,,,,11,12,,,,,,4,3,11,1,,,,,,,,,,,,1,,,,,8,9,3,1,3500,5,1,1,11,3,97,4,1,2
35172,1,3,5,,1,,2,3,4,5,6,,,,,,,,,,,,6,3,4,1,,,,,,,,,,,,,,,,,5,6,2,,1286.87,3,0,0,11,3,13,2,2,2
35175,1,1,5,6,1,1,2,3,,,,7,8,,,,,,,,,,1,2,7,1,,,,,,,,,,,,1,,,,,12,13,11,1,960,5,1,1,11,3,18,1,2,2
35176,1,1,3,2,1,1,2,3,4,5,6,,,,,,,,,,,,2,1,3,1,,,1,,,,,,,,,1,,,,,11,12,11,1,1920,5,1,1,11,3,18,1,2,2
35178,1,3,5,7,1,,2,3,4,5,6,7,,,10,,,,,,,,3,4,5,1,1,,1,1,,,,1,,,,1,,,,,50,51,12,1,11000,5,1,1,11,3,97,4,1,2
35180,2,13,,,1,1,2,3,4,,,,,,,11,12,,,,,,4,1,2,,,,,,,,,,,,,1,,,,,15,16,11,1,3000,5,1,1,11,3,20,1,1,4
35181,1,6,1,2,1,1,2,,,,,,,9,,,,,,,,,9,2,1,1,,,,,,,,,,,,,,,,,2,3,1,1,573.84,5,1,1,11,3,1,1,2,2
35188,1,1,2,3,1,1,2,3,4,,6,,,,,,,,,15,,,2,1,4,1,,,,,,1,,,,,1,,,,,,7,8,3,1,2828.4,4,1,0,11,3,4,1,2,5
35193,2,2,4,5,3,1,2,3,4,5,6,7,8,,,,,,,,,,6,7,5,1,,,,,,,,,,,,1,,,,,8,9,3,1,640,5,1,1,11,3,18,1,2,3
35195,1,2,1,3,1,1,2,3,4,5,6,,,,,,12,,,,,,12,3,2,1,,,1,,,,,,,,,,,,,,20,21,11,1,2969.7,5,1,1,11,3,13,2,2,2
35197,1,1,2,3,3,1,2,3,4,5,6,,,,,,,,,,,,2,1,3,1,,,1,,,,,,,,,,,,,,5,6,2,1,1920,5,1,1,11,3,18,1,2,3
35198,1,1,3,4,3,1,2,3,4,5,6,,,,,,12,,,,,,3,2,1,1,,,,,,,,,,,,1,,,,,4,5,2,1,1120,4,1,0,11,3,18,1,1,3
35200,1,2,1,4,3,1,2,3,4,,,7,8,,,,,,,,,,2,4,8,1,,,,,,,,,,,,,,,,,4,5,2,1,1920,5,1,1,11,3,18,1,2,3
35202,2,13,,,1,,2,3,4,,6,,,9,,,,,,,,,2,3,4,1,,,,,,,,,,,,,,,,,34,35,12,,2474.75,5,1,1,11,3,97,4,2,6
35203,1,1,12,6,1,1,2,3,4,5,6,,,,,,12,,,,,,1,5,3,1,,,,,,,,,,,1,1,,,1,,13,14,11,1,1979.8,4,1,0,11,3,97,4,2,3
35204,1,1,4,12,3,1,2,3,4,5,6,,,,10,11,12,13,,,,,2,1,4,1,,,,,,,,,,,,1,,,,,5,6,2,1,960,5,1,1,11,3,18,1,2,3
35205,1,1,2,5,3,1,2,3,4,5,,,8,,,,,,,,,,2,8,4,1,,,,,,,,,,,,,,,,,4,5,2,1,1984,5,1,1,11,3,18,1,2,3
35208,1,6,2,1,3,1,2,,,5,6,7,8,,,11,12,,,,,,1,2,8,1,,,,,,,,,,,,1,,,,,4,5,2,1,1600,5,1,1,11,3,18,1,2,2
35218,1,2,1,5,1,1,2,3,,,6,7,,,,,,,,,,,2,6,7,1,,,,,,,,,,,,,,,,1,13,14,11,,3535.5,5,1,1,11,3,4,1,2,2
35219,2,13,,,1,1,2,3,4,5,6,,,,,,,,,,,17,17,4,3,1,,,,,,,,,,,,,,,,,10,11,11,,3448.8,5,1,1,11,3,11,2,1,4
35221,1,1,2,3,3,1,2,3,4,,6,,,,,,,,,,,,3,2,1,1,,,,,,,,,,,,,,,,1,4,5,2,1,2000,5,1,1,11,3,19,1,2,4
35222,1,2,1,3,3,1,2,3,4,5,6,,,9,,,,,,,,,2,4,5,1,,,,,,,,,,,,,,,,1,4,5,2,1,2100,5,1,1,11,3,19,1,2,4
35223,1,1,2,3,1,1,2,,4,,,7,,9,,,,,,,,,2,1,7,1,,,,,,,,,,,,,,,,1,11,12,11,,2121.3,5,1,1,11,3,4,1,1,2
35227,1,1,5,2,1,,2,,,5,,7,,,10,,,,,,,,7,10,2,1,,,,,,,,,,,1,1,,,,,13,14,11,1,1600,5,1,1,11,3,18,1,2,2
35228,1,8,2,7,1,1,2,3,4,,,,,9,,,12,,,,,,3,4,12,1,,,,,,,,,,,1,1,,,,,6,7,2,1,3000,4,1,0,11,3,15,1,1,2
35229,1,13,1,,1,1,2,3,4,5,6,,,,,,,,,,,,4,3,1,1,,,,,,,,,,,,,,,,,7,8,3,,940.41,5,1,1,11,3,97,4,2,2
35230,1,1,3,2,3,1,2,3,4,,6,,,,,11,,,,,,,1,3,11,1,,,,,,,,,,,,,,,,1,4,5,2,1,2500,5,1,1,11,3,19,1,1,5
35231,1,7,4,3,1,1,2,3,,,,,,9,,,,,,,,,3,9,2,1,,,,,,,,,,,1,1,,,,,6,7,2,1,2000,4,1,0,11,3,15,1,1,3
35234,1,2,4,3,1,1,2,3,4,5,,,,,,,,,,,,,2,3,1,1,,1,,,,,1,,,,,,,1,,,18,19,11,1,10555,4,1,0,11,3,7,1,1,3
35238,1,1,2,10,1,1,2,3,4,,6,,,,,,,,,,,,4,6,1,1,,,,,,,,1,,,,1,,1,,,7,8,3,1,1590,5,1,1,11,3,6,1,1,3
35239,1,3,5,2,3,1,2,3,4,5,6,,,,,11,,,,,,,2,4,3,1,,,1,,,,,,,,,,,,,,9,10,3,1,1120,5,1,1,11,3,18,1,2,3
35240,2,3,2,,1,1,2,3,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,1,,,,,27,28,11,,1500,5,1,1,11,3,18,1,2,5
35242,1,2,1,3,1,1,2,3,4,,6,,,,,,,,,,,,2,4,6,1,,,,,,,,1,,,,1,,1,,,7,8,3,1,1457.5,5,1,1,11,3,6,1,2,3
35246,1,2,1,,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,2,3,1,1,675.1,4,1,0,11,3,1,1,2,5
35248,1,1,2,10,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,2,3,1,1,810.12,4,1,0,11,3,1,1,2,5
35251,1,3,2,4,1,1,2,3,4,,,,,,,,,,,,,,2,3,4,1,,,,,,,,,,,,,,,,,4,5,2,1,1280,5,1,1,11,3,18,1,2,3
35252,1,2,1,7,1,1,2,,,,,,,,,11,,,,,,,1,2,11,1,,,,,,,,,,,,,,,,,2,3,1,1,945.14,4,1,0,11,3,1,1,1,2
35253,1,3,4,5,1,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,6,7,2,1,3000,5,1,1,11,3,97,4,1,3
35254,1,2,1,5,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,2,3,1,1,675.1,5,1,1,11,3,1,1,2,2
35255,1,3,5,4,1,1,,3,,,,,,,,,,,,,16,,3,1,,,,,,,,,,,,,,,,,1,,6,7,2,1,3000,5,1,1,11,3,97,4,1,3
35256,1,1,3,2,1,1,2,3,4,5,6,,,,,,,,,,,,3,1,5,1,,,,,,,,,,,,,,,,,5,6,2,1,3000,5,1,1,11,3,9,3,2,5
35257,1,1,2,5,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,4,5,2,1,675.1,4,1,0,11,3,1,1,2,2
35258,1,2,1,7,1,1,2,3,4,,,,,,,,,,,,,,2,3,1,1,,,,,,,,,,,,,,,,,12,13,11,1,2500,4,1,0,11,3,9,3,1,4
35260,2,4,10,11,1,,2,3,4,5,6,,,,,,,,,,,,4,3,5,1,,,,,,1,,,,,,1,,,,,15,16,11,,1484.85,4,1,0,11,3,13,2,2,6
35262,1,1,2,4,1,1,2,,4,,,,,,,,,,,,,,2,1,4,1,,,,,,,,,,,,,,,,,3,4,2,1,675.1,5,1,1,11,3,1,1,2,6
35265,1,4,2,1,1,1,2,,4,,,,,,,,,,,,,,4,2,1,1,,,,,,,,,,,,,,,,,3,4,2,1,675.1,4,1,0,11,3,1,1,2,6
35266,1,2,1,3,1,1,2,3,,,,,,,,,,,,,,,2,1,3,1,,,,,,,,,,,,,,,,,3,4,2,1,1000,5,1,1,11,3,19,1,1,2
35268,1,2,1,4,1,1,2,,4,,,,,,,,,,,,,,1,2,4,1,,,,,,,,,,,,,,,,,2,3,1,1,540.08,4,1,0,11,3,1,1,1,1
35269,1,1,2,3,1,1,2,3,,,,,,,,,,,,,,,2,1,3,1,,,,,,,,,,,,,,,,,3,4,2,1,1000,5,1,1,11,3,19,1,1,3
35270,1,1,2,10,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,2,3,1,1,675.1,5,1,1,11,3,1,1,1,1
35273,1,4,3,1,1,,2,3,4,5,6,,,,,,,,,,,,5,3,2,1,,,1,,,,,,,,,,,,,,4,5,2,1,1244,5,1,1,11,3,5,1,2,3
35277,2,3,1,,1,1,,3,4,,,,,,,,,,,,,,4,3,1,,,,1,,,,,,,1,,,,1,,,32,33,12,,2500,5,1,1,11,3,10,3,1,6
35279,2,13,,,1,,2,3,,,,,,,,,,,,,,,3,2,,1,,,,,,,,,,,,,,,,,11,12,11,,2474.75,4,1,0,11,3,12,2,1,6
35281,1,1,4,11,1,,,3,4,5,,,,,,,,,,,,,3,5,4,1,,1,,,,,,,,,,,,,,,14,15,11,,989.9,4,1,0,11,3,13,2,2,2
35285,1,2,1,,2,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,2,3,1,1,675.1,4,1,0,11,3,1,1,2,3
35286,1,4,5,2,1,1,2,3,4,,,,,,,,,,,,,,1,4,3,1,1,,1,,,,,,,,,,,,,,9,10,3,1,5500,5,1,1,11,3,2,1,1,4
35288,1,2,4,1,1,1,2,,,5,,,,,,,12,,,,,,2,1,12,1,,,,,,,,,,,,,,,,,4,5,2,1,1484.85,5,1,1,11,3,12,2,2,2
35289,2,13,,,1,1,2,3,,,,,,,,,,,,,,,2,3,1,,,,,,,1,,,,,,,,,,,10,11,11,,933,5,1,1,11,3,5,1,2,6
35294,2,3,8,4,1,,,3,4,,6,,8,,10,,12,,,,,,3,12,4,1,,,,,,,,,,,,1,1,1,1,,41,42,12,,5000,5,1,1,11,3,9,3,1,6
35296,2,1,4,3,1,1,,3,4,5,6,,,,,11,,,,,,,1,5,11,1,,,,,,,,,,,,,,,,,10,11,11,,1484.85,5,1,1,11,3,12,2,1,5
35299,1,4,1,3,1,1,,,,5,,,,,,11,,,,,,,5,11,1,1,,,,,,,,,,,,,,,,,6,7,2,1,1979.8,5,1,1,11,3,97,4,2,2
35301,1,7,1,2,1,1,2,,,,,,,,,11,,,,,,,11,1,2,,,1,,,,,,,,,,,,,,,4,5,2,1,8776.3,2,0,0,11,3,1,1,1,6
35302,1,3,4,2,1,,2,3,4,,6,,,,,,12,,,,,,3,4,2,1,,1,,,,,,,,,,,1,,,,14,15,11,1,2874,5,1,1,11,3,11,2,2,3
35304,2,10,4,7,1,,,3,4,,6,,,9,,11,,,,,,,4,6,9,1,,,,,,,,1,,1,,1,,,,,14,15,11,1,1286.87,5,1,1,11,3,12,2,1,2
35306,1,2,1,6,1,1,2,,,,,,8,,,,,,,,,,8,2,1,1,,,,,,,,,,,,,,,,,2,3,1,1,675.1,5,1,1,11,3,1,1,2,2
35307,1,1,3,2,1,1,2,3,4,5,6,,,,,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,5,6,2,,2828.4,5,1,1,11,3,4,1,2,3
35308,1,2,1,5,1,1,2,,,,,,,,,,12,,,,,,2,1,,1,,,,,,,,,,,,,,,,,2,3,1,1,540.08,4,1,0,11,3,1,1,2,2
35310,1,3,6,10,1,,2,,4,,,,8,,,,,,,,,,4,2,8,1,,,,,,,,,,,,,,,,,5,6,2,1,4000,4,1,0,11,3,97,4,1,6
35312,1,2,4,3,1,1,2,3,,,,,,,,,,,,,,,3,2,1,1,,,,,,,,,,,,,,,,,3,4,2,1,1555,4,1,0,11,3,5,1,2,3
35313,1,1,5,,1,1,2,3,,,,,,,,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,3,4,2,1,1555,5,1,1,11,3,5,1,2,4
35314,1,7,1,,1,1,2,,,,,,,,,11,,,,,,,11,1,2,1,,,,,,,,,,,,,,,,,4,5,2,1,1012.65,4,1,0,11,3,1,1,1,6
35317,1,1,2,4,1,1,2,3,4,5,6,,,,,,,,,,,,2,1,4,1,,,,,,,,,,,,,,,,,6,7,2,1,2969.7,5,1,1,11,3,12,2,2,2
35323,1,6,3,10,1,1,2,3,4,,,7,,9,,,,,,,,,9,7,1,1,,,,,,,,,,,,,,,,,7,8,3,,1583.84,5,1,1,11,3,97,4,2,2
35324,1,7,1,4,1,,,3,4,5,6,,,9,,,,,,,,,9,6,5,1,,,,,,,,,,1,,,,,,,7,8,3,1,1484.85,5,1,1,11,3,12,2,2,3
35325,1,2,1,4,1,1,2,3,4,,,,,,,,,,,,,,1,3,2,1,,,,,,,,,,,,,,,,,4,5,2,1,265,5,1,1,11,3,6,1,1,2
35326,1,1,2,9,1,1,2,3,4,5,,,,,10,11,,,,,,,11,,,1,1,,,,,,,,,,,1,,,,,32,33,12,,3959.6,5,1,1,11,3,13,2,1,3
35328,1,4,10,,1,1,,,4,,6,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,4,5,2,1,2969.7,4,1,0,11,3,12,2,1,4
35329,1,1,3,4,1,1,2,3,4,5,6,,,,,,,,,,,,1,3,6,1,,,1,,,,,1,,,,1,,,,,13,14,11,1,1187.88,5,1,1,11,3,97,4,2,2
35330,1,1,4,3,1,1,2,,4,5,,,,9,,,,,,,,,5,1,4,1,,,,,,,,,,,,,,,,,6,7,2,1,1555,5,1,1,11,3,5,1,1,3
35333,1,2,1,5,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,3,4,2,1,810.12,5,1,1,11,3,1,1,2,2
35334,1,2,6,1,1,,2,,,,,7,8,,,,,,,,,,2,7,8,1,,,,,,,,,,,,,,,,,3,4,2,1,675.1,4,1,0,11,3,1,1,2,5
35335,1,6,1,3,1,,2,3,4,,6,,8,,,11,,13,,,,,4,3,11,1,,,,,,,,,,,,1,,,,1,15,16,11,1,1979.8,5,1,1,11,3,97,4,2,3
35336,1,1,2,10,1,1,2,3,,,,,,,,,,,,,,,2,3,1,1,,,,,,,,,,,,,,,,,9,10,3,,795,5,1,1,11,3,6,1,2,1
35342,1,1,4,8,1,1,2,3,4,5,6,,,,,,,,,,,,1,4,3,1,,,,,,,,,,,,,,,,,10,11,11,1,1484.85,5,1,1,11,3,97,4,1,3
35343,1,1,2,,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,4,5,2,1,810.12,5,1,1,11,3,1,1,1,5
35344,1,2,1,12,1,1,2,3,,,,,,,,11,,,,,,,11,1,2,1,,,1,,,,,,,,,,,,,,6,7,2,1,1060.65,5,1,1,11,3,4,1,1,4
35347,1,1,2,13,1,1,2,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,3,4,2,1,3000,5,1,1,11,3,5,1,1,4
35348,2,4,5,3,1,1,,3,4,,,,,,,,,,,,,,3,4,1,1,,,,,,,,,,,,1,,1,,,17,18,11,1,2874,5,1,1,11,3,11,2,1,6
35349,1,3,4,1,1,1,2,3,4,5,,,,,,,,,,,,,3,4,1,1,,,1,,,,,1,1,,,1,,,,,14,15,11,1,1187.88,5,1,1,11,3,13,2,2,2
35351,1,1,4,7,1,1,2,,4,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,5,6,2,1,1202.07,5,1,1,11,3,4,1,1,4
35356,2,1,2,3,1,1,2,3,4,,,,,,,,,,,,,17,17,1,4,1,,,,,,,,,,,,,,,,,6,7,2,1,875,4,1,0,11,3,5,1,2,4
35357,1,4,1,3,1,,,3,4,,,,,,,11,,,14,,,,3,4,11,1,,,,,,,,,,,,,,,,,5,6,2,1,530.33,4,1,0,11,3,4,1,1,4
35358,1,1,3,2,1,,2,3,,5,,,,,,,,,,,,,2,3,5,1,,,,,,,,,,,,,,,,,7,8,3,1,3535.5,5,1,1,11,3,4,1,2,2
35360,1,1,2,3,1,1,2,3,4,5,,,,,,,,,,,,,2,1,4,1,,,,,,,,,,,,,,,,,7,8,3,1,3535.5,5,1,1,11,3,4,1,2,5
35361,1,3,5,4,1,1,2,3,4,5,,,,,,,,,,,,,3,4,2,1,,,1,,,,,,,,,,,,,,5,6,2,1,1060.65,5,1,1,11,3,4,1,2,3
35366,1,1,5,2,1,,2,,,,6,,,9,10,,12,,,,,,12,6,2,1,,,,,,,,,,1,,1,,,,,60,61,13,1,6929.3,5,1,1,11,3,13,2,2,2
