id,Q3,Q3B1,Q3B2,Q3B3,Q4,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4B1,Q4B2,Q4B3,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,Q2a1,Q2a2,RQ2A2,Q11A$01,ÃÑ¾×1ÀÎTOT,Q7,Q7_01,Q7_02,D_MON,D_MON_season,D_NAT,D_NAT_GROUP,D_SEX,D_AGE
13859,1,1,3,10,1,,2,3,4,,6,,,,,11,,,,,,,3,4,6,1,,,,,,,,,,,,,,,,,13,14,11,1,5261,5,1,1,5,1,97,4,1,3
13861,1,1,2,4,1,,2,3,4,,6,,,,,11,,,,,,,3,4,6,1,,,,,,,,,,,,,,,,,13,14,11,1,5261,5,1,1,5,1,97,4,2,4
13864,1,1,3,4,1,1,2,3,4,,6,,,,,11,,,,,,,11,4,1,1,,,,,,,,,,,,,,,,,4,5,2,1,2910,5,1,1,5,1,6,1,1,4
13865,1,1,2,4,1,1,2,,,,,7,8,,,,12,,,,,,1,12,8,1,,,,,,,,,,,,,,,,,6,7,2,1,4244.4,5,1,1,5,1,8,4,2,2
13866,1,6,2,1,1,1,2,,4,,,7,8,,,,12,,,,,,1,2,12,1,,,,,,,,,,,,,,,,,6,7,2,1,4244.4,5,1,1,5,1,8,4,2,2
13868,1,1,2,3,1,1,2,3,4,5,6,,,,,,,,,,,,2,1,5,1,,,,,,,,,,,,,,,,,6,7,2,1,2887.2,5,1,1,5,1,4,1,2,3
13869,1,1,3,2,1,1,2,3,4,5,,,,,,11,,,,,,,11,2,5,1,,,,,,,,,,,,1,,,,1,10,11,11,1,2526.3,5,1,1,5,1,4,1,1,2
13871,1,2,1,6,1,1,2,3,4,5,,7,,,,11,,,,,,,2,1,7,1,,,,,,,,,,,,1,,,,1,10,11,11,1,2887.2,5,1,1,5,1,4,1,2,2
13877,2,13,1,4,1,1,2,3,4,5,6,,,,,,,,,,,,1,5,4,1,1,1,1,,,,,,,,,,,,,,18,19,11,,1008.4,5,1,1,5,1,97,4,1,4
13883,1,4,2,1,1,,2,,4,5,6,,,,,,,,,,,,4,6,5,1,,,,,,,,,,,,,,,,,5,6,2,1,736.54,5,1,1,5,1,97,4,2,2
13886,1,3,4,5,1,1,2,3,4,5,6,,,,,,12,,,,,,1,3,4,1,1,,1,,,,,,,,1,1,,,,1,18,19,11,1,2104.4,4,1,0,5,1,97,4,2,5
13890,1,1,3,2,1,,2,,4,5,6,7,,,,,,,,,,,2,7,6,1,,,,,,,,1,,,,1,,,,,11,12,11,1,4208.8,5,1,1,5,1,13,2,2,2
13891,1,5,2,4,2,,2,,4,5,6,,,,,,,,,,,,6,5,4,1,,,,,,,,,1,,,1,,,,,10,11,11,1,4208.8,5,1,1,5,1,13,2,2,5
13892,2,13,4,3,1,,2,3,,,6,,,,,,,,,,,,3,6,2,,,1,,,,,,,,,,1,1,,,1,21,22,11,1,1210.03,5,1,1,5,1,97,4,2,6
13893,1,4,12,1,1,1,,3,4,5,,,,,,,,,,,,,5,1,4,1,,,1,,,,,,1,,,,,,,,7,8,3,1,4208.8,5,1,1,5,1,97,4,1,2
13909,1,1,12,4,1,1,2,,4,,6,,,,,,,,,,,,1,4,2,1,,,,,,,,,,,,,,,,,7,8,3,,2100,5,1,1,5,1,15,1,2,2
13925,2,13,,,1,1,2,,,,,,,,,,,,,,,17,17,2,1,,,,,,,,,,1,,,,,,,,30,31,12,,1367.86,5,1,1,5,1,97,4,1,3
13932,1,6,12,10,1,1,2,,,,,7,8,9,,,,,,,,,7,8,9,1,,,,,,,,,,,,,,,,,5,6,2,,1788.74,5,1,1,5,1,13,2,2,2
13936,2,12,2,1,1,,2,3,4,5,,,,,,,12,,,,,,3,2,4,1,,,,,,,,,,,,1,,,,,25,26,11,,3156.6,5,1,1,5,1,97,4,2,2
13937,2,2,1,3,1,,2,3,4,,,,,,,,,,,,,,4,3,2,1,,,,,,,,,,,,1,,,,,14,15,11,,3156.6,5,1,1,5,1,97,4,1,3
13949,1,1,11,4,1,1,2,3,4,5,6,,,,,,,,,,,,4,5,1,1,,,,,,,,,,,,,,,,,21,22,11,1,3156.6,5,1,1,5,1,97,4,2,2
13965,2,13,10,1,1,1,2,3,4,5,6,,,,10,,12,,,,,,1,12,10,1,1,,,,,,,,,,,1,,,,1,36,37,12,1,2670.91,5,1,1,5,1,11,2,2,4
13969,1,5,3,4,1,1,2,3,4,5,6,,,,,11,,,,,,,3,6,11,1,,,,,,,,,,,,,,,,,7,8,3,1,3300,4,1,0,5,1,13,2,1,4
13991,1,3,2,,1,1,2,3,4,,,,,,,,,,,,,,3,2,4,1,,,1,,,,,,,,,1,,,,,6,7,2,,1607.9,4,1,0,5,1,7,1,1,2
13994,2,1,4,9,1,,2,3,4,,6,,,,10,,,,,,,,3,4,10,1,,1,,,,,,,,,,,,,,1,7,8,3,1,7074,5,1,1,5,1,8,4,1,3
13998,2,3,7,10,1,1,2,3,4,,,,,,,,12,,,,,,2,1,4,1,,,,,,,,,,,,,,,,1,28,29,11,1,2639.49,4,1,0,5,1,11,2,2,3
14004,1,1,2,5,1,1,2,3,,,,,,,,,,,,,,,1,2,3,1,,1,,,,,,,,,,,,,,,3,4,2,1,873,5,1,1,5,1,6,1,2,3
14008,1,3,2,,1,1,2,3,,,,,,,,,,,,,,,3,2,1,1,,,,,,,,,,,,,,,,,5,6,2,1,1455,4,1,0,5,1,6,1,1,4
14010,1,2,3,1,1,1,2,3,,,,,,,,,,,,,,,3,2,1,1,,,,,,,,,,,,,,,,,5,6,2,1,1455,4,1,0,5,1,6,1,1,2
14016,1,2,1,9,1,1,2,,,,,,,,,,,13,,,,,2,1,13,1,,,,,,,,,,,,,,,,,8,9,3,1,29100,5,1,1,5,1,6,1,2,2
14022,1,1,2,5,1,1,2,3,4,5,6,,,,10,11,,,,,,,4,5,1,1,,1,,,,,,,,,,1,,,,1,8,9,3,1,8000,5,1,1,5,1,9,3,2,2
14024,2,1,3,7,1,1,2,3,4,5,,,8,,,,12,,,,,,12,1,3,1,,,,,,,,,,,,1,,,,1,16,17,11,1,2122.2,5,1,1,5,1,8,4,1,3
14026,2,13,,,1,,2,,4,5,6,,,,,,,,,,,,5,4,2,1,,,,,,,,,,,,,,,,,8,9,3,,3500,5,1,1,5,1,9,3,2,2
14029,1,4,3,2,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,2,3,1,1,2104.4,4,1,0,5,1,13,2,1,4
14037,2,13,,,1,,2,,4,5,6,,,,,,,,,,,,5,2,4,1,,,,,,,,,,,,,,,,,8,9,3,,3000,5,1,1,5,1,9,3,2,4
14046,1,1,2,7,1,1,2,3,4,,,,,,,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,9,10,3,1,2910,5,1,1,5,1,6,1,2,2
14048,1,6,2,1,1,1,2,,,,,7,,,,,,,,,,,7,2,1,1,,,,,,,,,,,,,,,,,8,9,3,1,1164,5,1,1,5,1,6,1,2,4
14057,1,6,2,1,1,1,2,3,4,,,7,,,,,,,,,,,7,3,2,1,,,,,,,,,,,,,,,,,8,9,3,1,1164,5,1,1,5,1,6,1,2,2
14059,1,1,2,6,1,1,2,,,,,7,8,,,,,,,,,,7,,,1,,,,,,,,,,,,,,,,,6,7,2,1,291,5,1,1,5,1,6,1,2,5
14068,2,13,,,1,1,2,3,4,,6,,,,,,12,,,,,,4,6,3,1,,,1,,,,,,,,,,,,,,10,11,11,1,1949.7,5,1,1,5,1,6,1,2,2
14074,1,2,4,1,1,1,2,3,4,,,7,,,10,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,19,20,11,,5261,4,1,0,5,1,97,4,2,2
14081,1,1,2,7,1,1,2,,,,,,,,,11,,,,,,,11,,,1,,,,,,,,,,,,,,,,,4,5,2,1,2910,5,1,1,5,1,6,1,1,3
14082,1,10,11,1,1,1,2,3,,,,,,,,,,,,,,,2,3,1,1,,,,,,,,,,,,,,,,,9,10,3,1,1443.6,4,1,0,5,1,4,1,2,2
14089,1,2,5,10,1,1,2,3,4,5,6,,,,,11,,,,,,,2,3,4,1,,,,,,,,,,,,1,,,,1,9,10,3,1,1443.6,4,1,0,5,1,4,1,2,2
14090,1,1,2,5,1,1,2,,4,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,19,20,11,,2910,5,1,1,5,1,6,1,1,2
14091,2,4,1,3,1,,,3,4,,,,,,,,,,,,,,3,4,,1,,1,,,,,,,,,,,,,1,,22,23,11,,3102.77,5,1,1,5,1,97,4,2,6
14094,1,10,2,1,1,1,2,3,,,,,,,,,,,,,,,1,3,,1,,,,,,,,,,,,,,,,,9,10,3,,2182.5,5,1,1,5,1,6,1,2,5
14096,1,2,4,1,1,1,2,3,4,5,6,,,,,,,,,,,,3,4,5,1,,,,,,,,,,,,1,,,,1,7,8,3,1,1082.7,4,1,0,5,1,4,1,2,2
14099,1,2,4,3,1,1,2,3,4,5,6,,8,,,11,,,,,,,4,5,6,1,,,,,,,,,,,,1,,,,1,7,8,3,1,1443.6,5,1,1,5,1,4,1,2,2
14101,2,13,,,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,20,21,11,1,3000,5,1,1,5,1,9,3,2,2
14107,1,1,2,4,1,1,2,3,,,,,,,,11,,,,,,,2,3,11,1,,1,,,,,,,,,,,,,,,21,22,11,1,5659.2,5,1,1,5,1,8,4,2,3
14108,2,4,1,3,1,,,3,4,,,,,,,,,,,,,,3,4,,1,,1,,,,,,,,,,,,,1,,22,23,11,,3102.77,5,1,1,5,1,97,4,1,6
14115,1,1,3,2,1,1,2,3,4,5,6,,,,,,,,,,,,2,1,3,1,,,,,,,,,,,,,,,,,5,6,2,1,3000,5,1,1,5,1,97,4,2,5
14117,1,1,5,4,1,,,,4,5,6,,,,,,,,,,,,4,5,6,1,,,,,,,,,,,,,,,,,7,8,3,1,3156.6,5,1,1,5,1,13,2,1,2
14118,2,13,2,12,1,1,2,3,4,,,,,,,11,,,,,,,11,2,4,1,,,,,,,,,,,,1,,,,,8,9,3,1,10000,5,1,1,5,1,97,4,1,3
14119,1,10,4,,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,7,8,3,1,3609,3,0,0,5,1,4,1,2,3
14120,1,4,10,5,1,1,2,3,4,5,,,,,,,,,,,,,3,4,5,1,,,,,,,,1,,,1,1,1,1,,,18,19,11,1,2526.3,5,1,1,5,1,4,1,1,2
14121,2,13,,,1,1,2,3,4,5,,,,,,,,,,,,,2,1,5,1,,,,,,,,,,,,1,,,,,8,9,3,1,10000,5,1,1,5,1,97,4,2,5
14123,1,2,3,1,1,1,2,3,4,5,,,,,,11,12,13,,,,,2,1,5,1,,,,,,,,1,1,,1,1,,1,,,17,18,11,1,2309.76,5,1,1,5,1,4,1,2,2
14124,2,13,2,1,1,1,2,3,4,5,6,,,,,,,,,,,,1,2,3,1,,1,,,,,1,,,,,1,,,,,16,17,11,1,4399.15,5,1,1,5,1,11,2,1,6
14133,2,1,3,2,1,1,2,3,4,5,6,,,,,,,,,,,,3,2,1,1,,1,,,,,1,,,,,1,,,,,16,17,11,1,5027.6,5,1,1,5,1,11,2,2,6
14138,2,1,4,3,1,1,,,4,,6,,,,,,,,,,,,4,6,1,1,,,,,,,,,,,,,,,,,6,7,2,1,3156.6,5,1,1,5,1,13,2,1,3
14140,1,1,12,3,1,1,2,,,,,,,,,11,,,,,,,11,2,1,1,,,,,,,,,,,,1,,,,,10,11,11,1,5000,4,1,0,5,1,9,3,1,4
14145,2,1,5,4,1,1,2,,4,,6,,,,,,,,,,,,4,6,1,1,,,,,,,,,,,,,,,,,6,7,2,1,3156.6,5,1,1,5,1,13,2,2,3
14152,2,13,,,1,1,2,3,4,,,,,,,,,,,,,,3,2,1,1,,,,,,,,,,,,1,,,,,15,16,11,1,15000,5,1,1,5,1,97,4,1,5
14159,1,1,3,2,3,,,3,4,5,,,,,,11,,,,,,,5,4,11,1,,,,,,,,,,,,,,,,,6,7,2,1,918.8,5,1,1,5,1,7,1,2,2
14164,2,13,,,1,1,2,3,4,5,6,,,,,,,,,,,,3,4,5,1,,,,,,,,,,,,1,,,,1,22,23,11,1,15000,5,1,1,5,1,97,4,1,6
14166,2,13,,,1,1,2,3,4,5,,,,,,11,,13,,,,,13,1,4,1,,,,,,,,,,,,,,,,,5,6,2,,1600,5,1,1,5,1,97,4,1,1
14168,2,13,,,1,1,2,3,4,5,,,,,,,,,,,,,3,2,4,1,,,,,,,,,,,,1,,,,1,16,17,11,1,15000,5,1,1,5,1,97,4,2,6
14174,1,2,4,,1,,2,3,4,,,,,,,,,,,,,,2,4,3,1,,,,,,,,,,,,,,,,,6,7,2,,1753.67,4,1,0,5,1,12,2,2,3
14185,2,13,,,1,,2,,4,,,,,,,,,,,,,,4,2,,1,,,,,,,,,,,,,,,,,5,6,2,1,2630.5,5,1,1,5,1,97,4,2,1
14187,2,13,,,1,1,2,3,,,,,,,,11,12,,,,,,3,2,11,1,,,,,,,,,,,,1,,,,,13,14,11,,1052.2,5,1,1,5,1,97,4,2,2
14197,1,1,2,9,1,1,2,3,,,,,,,,11,,,,,,,11,1,3,1,,,,,,,,,,,,,,,,,14,15,11,1,3156.6,5,1,1,5,1,13,2,1,2
14202,1,9,1,2,1,1,2,3,,,,,,,,11,,,,,,,11,2,1,1,,,,,,,,,,,,,,,,,13,14,11,1,3156.6,5,1,1,5,1,13,2,1,2
14203,1,6,2,8,1,1,2,3,4,5,6,7,,,,,12,,,,,,7,2,1,1,,,,,,,,,,,,,,,,,9,10,3,1,2630.5,5,1,1,5,1,12,2,2,2
14205,1,9,2,1,1,1,2,3,,,,,,,,11,,,,,,,11,3,2,1,,,,,,,,,,,,,,,,,13,14,11,1,3156.6,5,1,1,5,1,13,2,1,2
14207,1,9,10,2,1,1,2,3,,,,,,,,11,,,,,,,11,1,2,1,,,,,,,,,,,,,,,,,13,14,11,1,3156.6,5,1,1,5,1,13,2,1,2
14208,1,4,6,10,1,,,3,4,5,,,8,,10,11,,,,,,,5,10,8,1,,,,,,,,,,,,1,,,,1,27,28,11,,4208.8,5,1,1,5,1,97,4,2,3
14212,1,1,2,4,1,1,2,3,4,,6,,,,,,12,,,,,,1,2,12,1,,,,,,,,,,,,1,,,,,17,18,11,1,2104.4,5,1,1,5,1,13,2,2,2
14213,1,1,3,4,1,,,3,4,5,6,,,,,,,,,,,,3,4,5,1,,,,,,,,,,,,1,,,,1,15,16,11,1,2104.4,4,1,0,5,1,97,4,1,2
14214,2,10,3,2,1,1,2,3,4,5,,,,,,,,,,,,,1,4,3,1,1,1,,,,,,,,,,,1,,,,26,27,11,1,7756.93,5,1,1,5,1,8,4,1,5
14216,2,4,1,8,1,1,2,,4,,6,,,,,,,,,,,,1,4,2,1,1,1,,,,,,,,,,,,,,,6,7,2,1,3156.6,5,1,1,5,1,13,2,1,5
14218,2,4,1,3,1,1,2,3,4,5,6,,,,,11,,,,,,,4,1,5,1,,,1,,,,,,,,,,,,,1,13,14,11,1,4208.8,5,1,1,5,1,13,2,2,4
14229,2,1,4,6,1,1,,3,4,,6,,,9,,11,12,,,,,,1,6,4,1,,,,,,,,1,,,,1,,,,,12,13,11,1,1683.52,5,1,1,5,1,97,4,1,2
14243,2,13,,,1,1,2,3,,,,,,,,,,,,,,,3,2,,,1,,,,,,,,,,,,,,,,149,150,14,,4654.16,4,1,0,5,1,2,1,2,3
14250,2,13,,,1,1,2,3,,,,,,,,,,,,,,,3,1,2,,1,,,,,,,,,,,,,,,,149,150,14,,3102.77,5,1,1,5,1,2,1,2,6
14252,2,13,,,1,1,2,3,4,5,6,,,,,11,12,,,,,,5,4,2,1,,,,,,,,,,,,1,,,,1,96,97,14,1,5000,5,1,1,5,1,97,4,2,3
14254,1,1,2,4,1,,2,3,4,,6,,,,,,,,,,,,2,3,4,1,,,,,,,,,,,,,,,,,42,43,12,1,50000,5,1,1,5,1,97,4,2,3
14255,2,2,1,,1,1,2,,,,,,,,,,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,329,330,14,,38784.65,5,1,1,5,1,2,1,2,5
14256,2,13,,,1,1,2,3,4,5,,,,,,,,,,,,,2,4,5,,,,,,,1,,,,,,,,1,,,13,14,11,,3000,5,1,1,5,1,97,4,2,3
14261,2,13,,,1,1,2,3,4,,6,,,,,,12,,,,,,4,3,1,1,,,,,,,,,,,,1,,,,,20,21,11,1,2104.4,5,1,1,5,1,97,4,2,2
14264,2,13,1,4,1,1,2,,4,,,,,,10,,,,,,,,4,1,10,1,,,,,,,,,,,,1,,1,,,16,17,11,1,1578.3,5,1,1,5,1,13,2,1,3
14286,2,3,7,11,1,,2,3,4,5,,,,,10,,,,,,,,3,5,10,1,,,,,,,,,,,,1,,,,,14,15,11,,3472.26,5,1,1,5,1,13,2,2,2
14288,2,7,1,13,1,,,3,4,5,,,,9,10,11,,,,,,,5,9,4,1,1,,,,,,,,,,,,,,,,9,10,3,,1262.64,5,1,1,5,1,97,4,2,2
14290,1,2,5,3,1,1,2,3,4,5,6,,8,,,11,,,,,,,4,2,3,1,,1,,,,,,,,,,,,,,,4,5,2,1,15000,5,1,1,5,1,97,4,1,2
14292,1,5,2,3,1,1,2,3,4,5,6,,8,,,11,,,,,,,11,4,5,1,,1,,,,,,,,,,,,,,,4,5,2,1,4000,5,1,1,5,1,97,4,1,1
14295,1,9,4,1,1,1,2,3,4,5,6,,,9,,,,,,,,,9,4,1,1,,,,,,,,,,,,1,,,,,29,30,11,,3156.6,5,1,1,5,1,13,2,2,2
14340,1,9,1,3,1,1,2,3,4,,,,,,,,,13,,,,,3,1,13,1,,,1,,,,,1,,1,1,1,,,,,11,12,11,1,5000,5,1,1,5,1,9,3,1,5
14347,1,1,7,5,1,,2,3,4,,6,,,,,,,,,,,,4,3,6,1,,1,,,,,,,,,,,,,,,6,7,2,,1200,5,1,1,5,1,9,3,1,2
14353,1,10,4,2,1,,2,3,4,5,6,,,,,11,12,,,,,,5,6,4,,,,,,,,,,,1,,,,,,,5,6,2,1,4000,4,1,0,5,1,18,1,2,2
14358,1,4,2,6,1,,2,,4,5,,,,,,,,,,,,,2,4,5,1,,,,,,,,,,,,,,,,,12,13,11,,3682.7,4,1,0,5,1,13,2,2,2
14366,1,6,10,2,1,,2,3,4,,6,,8,,,11,,,,,,,6,4,8,1,,,,,,,,,,,,1,,,,,10,11,11,1,1008.4,5,1,1,5,1,9,3,2,2
14369,2,4,5,7,1,,,,4,,6,,,,10,,,,,,,,4,6,10,1,,,,,,,,,,,,,,,,,70,71,13,,1947.4,4,1,0,5,1,97,4,2,2
14399,2,13,10,3,1,1,2,3,4,5,6,,,,,11,12,,,,,,4,3,1,1,,,,,,,,,,,,,,,,,14,15,11,,10000,5,1,1,5,1,9,3,2,4
14401,2,2,3,10,1,1,2,3,4,5,,,,,,,,,,,,,3,4,5,1,,,,,,,,,,,,,,,,,28,29,11,,5000,5,1,1,5,1,9,3,2,4
14404,1,4,3,7,1,,2,3,4,5,,,8,,,11,,13,,,,,8,4,3,1,,,,,,,,,,,,,,,,,12,13,11,,3156.6,4,1,0,5,1,13,2,2,2
14407,1,1,2,4,1,,2,,4,,,,,,,11,,,,,,,4,2,11,1,1,,,,,,,,,,1,,,,,,20,21,11,,4000,5,1,1,5,1,9,3,1,5
14412,1,1,4,2,1,1,2,,4,,6,,,,,,,,,,,,2,6,4,1,,,,,,,,,,,,1,,,,,12,13,11,1,3156.6,5,1,1,5,1,13,2,2,4
14422,1,1,2,7,1,1,2,,,,,,,,,11,,,,,,,11,1,2,1,,,,,,,,,,,,,,,,,4,5,2,1,2297,5,1,1,5,1,7,1,1,5
14427,1,2,7,1,1,1,2,,,,,,,,,11,,,,,,,11,2,1,1,,,,,,,,,,,,,,,,,4,5,2,1,2297,5,1,1,5,1,7,1,2,3
14429,1,1,3,4,1,,2,3,4,,,,,,,,,,,,,,2,3,4,1,,,,,,,,,,,,1,,,,,6,7,2,1,1165.8,5,1,1,5,1,10,3,1,2
14448,1,1,2,8,1,1,2,,,,,,,,,,12,,,,,,2,1,12,1,,,,,,,,,,,,,,,,,13,14,11,1,14436,4,1,0,5,1,4,1,2,4
14449,1,4,2,1,1,1,2,3,4,5,6,,,,,,,,,,,,4,2,1,1,1,,,,,,,,,,,,,,,,10,11,11,1,6000,5,1,1,5,1,15,1,2,3
14451,1,1,3,4,1,,2,3,4,5,,,,,,11,,13,,,,,3,13,5,1,,,,,,,,,,,,1,,,,,8,9,3,1,1165.8,5,1,1,5,1,10,3,1,2
14457,1,2,4,1,1,1,2,3,4,,6,7,,9,,,,,,,,,4,3,9,1,,,,,,,,,1,,,,,,,,20,21,11,1,3000,5,1,1,5,1,9,3,2,2
14467,2,13,1,,1,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,1,,,,,,,10,11,11,1,2000,3,0,0,5,1,15,1,1,2
14472,2,2,6,12,1,,2,,4,5,6,,8,,,11,,,,,,,2,5,8,1,,1,,,,1,,,,,,1,,,,,23,24,11,1,4000,5,1,1,5,1,9,3,2,2
14473,1,1,7,9,1,,2,,,5,,,,,,11,,,,,,,2,5,11,1,,1,,,,1,,,,,,1,,,,,25,26,11,1,3500,5,1,1,5,1,9,3,2,2
14479,1,1,2,4,1,1,2,3,4,5,6,,,,,,,,,,,,6,2,1,1,,,,,,,,,,,,,,,,,7,8,3,1,2000,5,1,1,5,1,18,1,2,5
14481,1,2,7,1,1,,2,3,,,,,,,,11,,,,,,,2,11,3,1,,,,,,,,,,,,,,,,1,8,9,3,,1443.6,5,1,1,5,1,4,1,2,2
14486,1,1,2,4,1,1,2,3,4,5,6,,,,,,,,,,,,2,3,1,1,,,,,,,,,,,,,,,,,7,8,3,1,2000,5,1,1,5,1,9,3,2,5
14490,1,1,3,4,1,1,2,3,4,,6,,,,10,,,,,,,,1,3,10,1,,,,,,,,,,,,1,,,,1,8,9,3,1,7000,4,1,0,5,1,9,3,1,4
14496,1,2,1,4,1,,2,3,4,,,,,,,11,,,,,,,4,11,3,1,,,,,,,,,,,,1,,,,,7,8,3,1,1165.8,5,1,1,5,1,10,3,2,2
14498,1,1,2,7,1,1,2,3,,,,,,,,11,,,,,,,1,2,11,1,,,,,,,,,,,,,,,,1,8,9,3,,1443.6,4,1,0,5,1,4,1,2,2
14500,1,1,2,6,1,1,2,3,,,,,,,,11,,,,,,,3,1,11,1,,,,,,,,,,,,,,,,1,8,9,3,,1443.6,4,1,0,5,1,4,1,1,2
14501,1,1,2,4,1,1,2,3,4,,,,,,,,,,,,,,2,1,4,1,,1,,,,,,,,,,,,,,1,17,18,11,1,4365,5,1,1,5,1,6,1,2,4
14505,1,1,3,5,1,1,2,,4,,,,,,,,,,,,,,4,1,2,1,,,,,,,,,,,,,,,,,6,7,2,1,3156.6,5,1,1,5,1,13,2,2,3
14522,1,13,,,1,,2,3,4,5,6,,,,,,,,,,,,4,5,6,1,1,,,,,,,,,,,,,,,,13,14,11,,3500,5,1,1,5,1,9,3,2,3
14533,2,7,4,6,1,,2,3,4,,,,8,,10,11,,,,,,,3,4,10,,1,,,,,,,,,,,1,,,,,16,17,11,1,3000,5,1,1,5,1,9,3,2,2
14538,2,13,,,1,,2,3,,,,,,,,,,,,,,,3,2,,,1,,,,,,,,,,,,,,,,13,14,11,,2000,5,1,1,5,1,9,3,1,6
14545,2,1,2,3,1,1,2,3,4,5,6,,,,,11,12,,,,,,4,3,12,1,1,,,,,,,,,,,,,,,,6,7,2,1,3000,5,1,1,5,1,9,3,2,4
14556,2,1,4,,1,,2,3,4,,,,,,,,,,,,,,4,3,2,1,,,,,,,,,,,,,,,,,5,6,2,1,1800,5,1,1,5,1,9,3,2,2
14563,1,1,7,5,1,,2,3,4,5,6,,,,,11,,13,,,,,2,3,4,1,,,,,,,,,,,,1,,,,,20,21,11,1,5000,4,1,0,5,1,9,3,1,2
14564,1,1,2,3,1,1,2,3,,,,,,,,11,,,,,,,2,3,1,1,,,,,,,,,,,,,,,,,6,7,2,1,2165.4,5,1,1,5,1,4,1,1,3
14569,1,2,1,5,1,1,2,3,,,,,,,,11,12,,,,,,12,2,1,1,,,,,,,,,,,,,,,,,6,7,2,1,2165.4,5,1,1,5,1,4,1,2,3
14575,1,4,1,3,1,1,2,3,4,5,6,,,,,11,,,,,,,3,4,5,1,,,,,,,,,,,,1,,,,,13,14,11,1,5000,5,1,1,5,1,9,3,1,3
14580,1,1,6,10,1,,2,,4,,,7,8,,,,,,,,,,8,7,4,1,,,,,,,,,,,,,,,,,13,14,11,1,4365,5,1,1,5,1,6,1,2,2
14581,2,10,4,5,1,1,,3,4,,,,,,,,,,,,,,4,1,3,1,,,,,,1,,,1,,,1,,,,,15,16,11,1,3156.6,4,1,0,5,1,97,4,1,5
14591,1,2,1,10,1,,2,3,4,5,,,,,,,,,,,,,5,4,2,1,,,,,,,,,,,,,,,,,2,3,1,1,2165.4,5,1,1,5,1,4,1,2,3
14598,2,1,11,4,1,,2,3,4,5,6,,,,,,,,,,,,5,4,6,1,,,,,,,,1,,,,,,,,,9,10,3,1,2300,5,1,1,5,1,9,3,2,2
14599,1,2,1,4,1,1,2,3,,,,,,,,,,,,,,,1,2,3,1,,,,,,,,,,,,1,,,,,5,6,2,1,1455,5,1,1,5,1,6,1,2,2
14611,2,3,2,4,1,1,2,3,4,,6,,,,,11,,,,,,,2,6,11,,1,,,,,,,,,,,1,,,,1,312,313,14,1,10000,5,1,1,5,1,10,3,2,1
14614,1,1,3,5,1,,2,,4,5,6,,,,,11,,,,,,,11,5,4,1,,,,,,,,,,,,,,,,,1,2,1,,3000,5,1,1,5,1,9,3,1,2
14615,1,7,1,,1,,2,,4,,,,,,,11,,,,,,,11,2,4,1,,,,,,,,,,,,,,,,,1,2,1,,3300,4,1,0,5,1,9,3,1,2
14616,1,1,4,3,1,,2,3,4,5,6,7,,,,,,,,,,,4,3,2,1,,,,,,,,,,,,1,,,,1,19,20,11,,3156.6,5,1,1,5,1,13,2,2,2
14621,1,1,4,10,1,,2,,4,,6,,,,,,,,,,,,4,6,2,1,,,,,,,,,,,,1,,,,,9,10,3,,3000,5,1,1,5,1,9,3,1,2
14623,1,2,1,3,1,1,2,3,4,5,6,,,,,,,,,,,,5,2,4,1,,,,,,,,,,,,1,,1,,,6,7,2,1,3000,5,1,1,5,1,9,3,2,3
14629,1,9,1,10,1,1,,,4,,,,,,,11,,,,,,,11,1,4,1,,,,,,,,,,,,1,,,,,11,12,11,1,2104.4,5,1,1,5,1,13,2,1,2
14640,1,1,3,4,1,1,2,3,4,,,,,,,,,,,,,,3,1,4,1,,,1,,,,,,1,,,1,,,,,13,14,11,1,3156.6,5,1,1,5,1,13,2,1,3
14645,1,1,3,5,1,1,2,3,4,,,,,,,,,,,,,,3,4,1,1,1,,,,,,,,1,,,1,,,,,13,14,11,1,3156.6,5,1,1,5,1,13,2,2,3
14654,1,2,3,1,1,1,2,3,4,5,6,7,,,,11,,,,,,,3,4,5,1,,,,,,,,,,,,,,,,,13,14,11,1,3156.6,5,1,1,5,1,13,2,2,2
14656,1,1,3,6,1,1,2,3,4,5,6,7,,,,11,,,,,,,4,5,11,1,,,,,,,,,,,,,,,,,13,14,11,1,3156.6,5,1,1,5,1,13,2,2,2
14667,2,4,12,3,1,1,2,3,4,,,,,,,,,13,,,,,4,3,13,1,,,,,,,,,,,,,,,,,6,7,2,1,3156.6,5,1,1,5,1,13,2,2,4
